# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H6957	H6961	yes
H6957	H8615	yes
H6959	H6971	no
H6960	H6961	no
H6960	H8615	no
H6961	H7006	no
H6962	H6985	no
H6962	H8060	no
H6965	H6967	unsure
H6965	H6968	unsure
H6965	H7054	no
H6965	H8388	no
H6965	H8389	no
H6965	H8617	no
H6967	H6968	no
H6967	H7054	no
H6967	H8388	no
H6967	H8389	no
H6967	H8617	no
H6968	H7054	no
H6968	H8388	no
H6968	H8389	no
H6968	H8617	no
H6969	H7015	unsure
H6971	H6982	no
H6971	H6994	no
H6971	H7031	no
H6971	H7043	no
H6971	H7044	no
H6971	H7045	no
H6971	H7080	no
H6971	H7081	no
H6971	H7086	no
H6971	H7096	no
H6971	H7097	no
H6971	H7098	no
H6971	H7099	no
H6971	H7112	no
H6971	H7113	no
H6971	H7117	no
H6971	H7126	no
H6971	H7128	no
H6971	H7132	no
H6971	H7133	no
H6971	H7136	no
H6971	H7138	no
H6971	H7147	no
H6971	H7151	no
H6971	H7152	no
H6971	H7156	no
H6971	H7160	no
H6971	H7161	no
H6971	H7162	no
H6971	H7176	no
H6971	H7193	no
H6971	H7389	no
H6971	H7998	no
H6971	H8127	no
H6971	H8128	no
H6971	H8129	no
H6971	H8252	no
H6971	H8254	no
H6971	H8268	no
H6971	H8388	no
H6971	H8389	no
H6971	H8505	no
H6971	H8622	no
H6973	H6974	no
H6973	H6975	no
H6973	H7019	no
H6973	H7112	no
H6973	H7113	no
H6974	H6975	no
H6974	H7019	no
H6974	H7112	no
H6974	H7113	no
H6975	H7019	no
H6975	H7112	no
H6975	H7113	no
H6979	H6982	no
H6979	H7023	no
H6979	H7024	no
H6982	H7136	no
H6982	H7147	no
H6982	H7151	no
H6982	H7152	no
H6982	H7156	no
H6982	H7176	no
H6982	H7389	no
H6988	H6999	no
H6988	H7000	no
H6988	H7001	no
H6988	H7004	yes
H6988	H7008	unsure
H6994	H6996	yes
H6999	H7000	no
H6999	H7001	no
H6999	H7004	unsure
H6999	H7008	unsure
H7000	H7001	no
H7000	H7004	no
H7000	H7008	no
H7001	H7004	no
H7001	H7008	no
H7004	H7008	unsure
H7019	H7112	no
H7019	H7113	no
H7023	H7024	no
H7023	H7119	no
H7023	H7120	no
H7031	H7043	no
H7031	H7044	no
H7031	H7045	no
H7033	H7034	no
H7033	H7036	no
H7034	H7036	yes
H7043	H7045	no
H7043	H7231	no
H7043	H7401	no
H7043	H8511	no
H7043	H8518	no
H7044	H7045	no
H7044	H8511	no
H7044	H8518	no
H7049	H7050	yes
H7049	H8388	no
H7049	H8389	no
H7050	H8388	no
H7050	H8389	no
H7054	H7788	no
H7054	H7789	no
H7054	H7791	no
H7054	H7794	no
H7054	H7891	no
H7054	H7892	no
H7054	H8617	unsure
H7061	H7062	no
H7065	H7067	yes
H7065	H7068	yes
H7065	H7679	no
H7067	H7068	yes
H7067	H7679	no
H7068	H7679	no
H7069	H7070	no
H7069	H7075	yes
H7070	H7075	no
H7078	H7093	no
H7078	H7112	no
H7080	H7081	yes
H7088	H7089	no
H7088	H7090	no
H7089	H7090	no
H7093	H7097	yes
H7093	H7112	no
H7096	H7097	yes
H7096	H7098	yes
H7096	H7099	yes
H7096	H7112	unsure
H7096	H7113	unsure
H7096	H7117	yes
H7097	H7098	yes
H7097	H7099	yes
H7097	H7112	no
H7097	H7113	no
H7097	H7117	yes
H7098	H7099	yes
H7098	H7112	no
H7098	H7113	no
H7098	H7117	yes
H7098	H7184	no
H7099	H7112	no
H7099	H7113	no
H7099	H7117	yes
H7102	H7106	no
H7105	H7114	no
H7105	H7116	no
H7105	H8388	no
H7105	H8389	no
H7107	H7110	yes
H7112	H7117	unsure
H7113	H7117	unsure
H7114	H7115	yes
H7114	H8388	no
H7114	H8389	no
H7115	H7116	yes
H7116	H8388	no
H7116	H8389	no
H7119	H7120	yes
H7119	H7135	yes
H7119	H7389	no
H7121	H7122	no
H7121	H7124	no
H7121	H7148	no
H7122	H7124	no
H7122	H7148	no
H7124	H7148	no
H7126	H7128	no
H7126	H7132	yes
H7126	H7133	unsure
H7126	H7138	yes
H7128	H7132	no
H7128	H7133	no
H7128	H7138	no
H7132	H7133	no
H7132	H7138	yes
H7133	H7138	no
H7135	H7389	no
H7136	H7147	no
H7136	H7151	no
H7136	H7152	no
H7136	H7156	no
H7136	H7176	no
H7136	H7389	no
H7138	H7759	no
H7138	H7965	no
H7138	H7966	no
H7138	H7967	no
H7138	H7999	no
H7138	H8002	no
H7138	H8003	no
H7138	H8014	no
H7138	H8015	no
H7138	H8016	no
H7138	H8021	no
H7138	H8388	no
H7138	H8389	no
H7139	H7142	yes
H7139	H7144	yes
H7142	H7144	yes
H7147	H7151	no
H7147	H7152	no
H7147	H7156	no
H7147	H7176	no
H7147	H7389	no
H7151	H7152	yes
H7151	H7156	yes
H7151	H7176	yes
H7151	H7389	no
H7152	H7156	no
H7152	H7176	no
H7152	H7389	no
H7156	H7176	no
H7156	H7389	no
H7160	H8127	no
H7160	H8128	no
H7160	H8129	no
H7161	H8127	no
H7161	H8128	no
H7161	H8129	no
H7162	H8127	no
H7162	H8128	no
H7162	H8129	no
H7169	H7171	no
H7176	H7389	no
H7181	H7182	yes
H7181	H7183	yes
H7181	H8388	no
H7181	H8389	no
H7182	H7183	yes
H7182	H8388	no
H7182	H8389	no
H7185	H7186	yes
H7185	H7190	no
H7186	H7190	no
H7198	H7199	yes
H7200	H7207	yes
H7200	H7209	no
H7200	H7210	no
H7200	H7582	no
H7200	H7583	yes
H7200	H7722	no
H7200	H8034	no
H7200	H8035	no
H7200	H8036	no
H7207	H7209	no
H7207	H7210	no
H7207	H7582	no
H7207	H7583	yes
H7207	H7812	no
H7207	H7817	no
H7209	H7582	no
H7209	H7583	no
H7210	H7582	no
H7210	H7583	unsure
H7215	H7311	no
H7215	H7312	no
H7215	H7315	no
H7215	H7316	no
H7215	H7317	no
H7215	H7318	no
H7215	H7413	no
H7215	H7426	no
H7215	H8641	no
H7218	H7219	no
H7218	H7223	no
H7218	H7225	no
H7218	H7389	no
H7218	H8388	no
H7218	H8389	no
H7219	H7223	no
H7219	H7225	no
H7219	H7326	no
H7219	H7567	no
H7219	H8388	no
H7219	H8389	no
H7223	H7225	yes
H7223	H7389	no
H7223	H8388	no
H7223	H8389	no
H7225	H7389	no
H7225	H8388	no
H7225	H8389	no
H7227	H7228	no
H7227	H7230	yes
H7227	H7233	yes
H7227	H7235	yes
H7227	H7238	no
H7227	H7239	yes
H7227	H7240	yes
H7227	H7311	no
H7227	H8388	no
H7227	H8389	no
H7227	H8635	yes
H7228	H7230	no
H7228	H7231	no
H7228	H7232	no
H7228	H7233	no
H7228	H7238	no
H7228	H7239	no
H7228	H7240	no
H7228	H7311	no
H7230	H7231	yes
H7230	H7232	no
H7230	H7233	yes
H7230	H7238	no
H7230	H7239	no
H7230	H7240	yes
H7230	H7311	no
H7231	H7233	no
H7231	H7235	yes
H7231	H7238	no
H7231	H7239	no
H7231	H7240	no
H7231	H7311	no
H7231	H7401	no
H7231	H8388	no
H7231	H8389	no
H7231	H8635	yes
H7232	H7233	yes
H7232	H7235	unsure
H7232	H7238	no
H7232	H7239	yes
H7232	H7240	yes
H7232	H7311	no
H7232	H8388	no
H7232	H8389	no
H7232	H8635	unsure
H7233	H7238	no
H7233	H7239	yes
H7233	H7240	yes
H7233	H7311	no
H7235	H8388	no
H7235	H8389	no
H7235	H8635	yes
H7238	H7239	no
H7238	H7240	no
H7238	H7311	no
H7239	H7240	yes
H7239	H7311	no
H7240	H7311	no
H7243	H7250	no
H7243	H7251	no
H7243	H7253	yes
H7243	H7255	yes
H7243	H7389	no
H7250	H7251	no
H7250	H7253	no
H7250	H7255	no
H7250	H7389	no
H7251	H7253	no
H7251	H7255	no
H7251	H7389	no
H7253	H7255	yes
H7253	H7389	no
H7255	H7389	no
H7264	H7267	unsure
H7270	H7271	no
H7270	H7272	no
H7270	H7273	no
H7270	H7274	no
H7271	H7272	yes
H7271	H7273	yes
H7271	H7274	no
H7272	H7273	yes
H7272	H7274	no
H7273	H7274	no
H7280	H7281	no
H7280	H7282	no
H7281	H7282	no
H7283	H7284	yes
H7283	H7285	yes
H7283	H7493	no
H7283	H7494	no
H7284	H7285	yes
H7284	H7493	no
H7284	H7494	no
H7285	H7493	no
H7285	H7494	no
H7286	H7287	no
H7286	H7290	no
H7286	H7906	no
H7287	H7290	no
H7290	H8639	yes
H7292	H7294	no
H7292	H7389	no
H7294	H7389	no
H7297	H8034	no
H7297	H8035	no
H7297	H8036	no
H7297	H8358	no
H7297	H8359	no
H7297	H8446	no
H7297	H8447	no
H7297	H8449	no
H7297	H8451	no
H7300	H7906	no
H7301	H7699	no
H7301	H7700	no
H7301	H7701	no
H7301	H7702	no
H7301	H7703	no
H7301	H8071	no
H7301	H8072	no
H7302	H7699	no
H7302	H7700	no
H7302	H7701	no
H7302	H7702	no
H7302	H7703	no
H7302	H8071	no
H7302	H8072	no
H7304	H7305	yes
H7304	H7307	no
H7304	H7309	unsure
H7305	H7307	no
H7305	H7309	yes
H7306	H7347	no
H7306	H7901	no
H7307	H7309	no
H7310	H7377	no
H7311	H7312	yes
H7311	H7315	yes
H7311	H7316	no
H7311	H7317	yes
H7311	H7318	yes
H7311	H7413	yes
H7311	H7415	no
H7311	H8573	no
H7311	H8641	no
H7312	H7315	yes
H7312	H7316	no
H7312	H7317	yes
H7312	H7318	no
H7312	H7413	no
H7312	H7426	no
H7312	H8641	no
H7315	H7316	no
H7315	H7317	no
H7315	H7318	no
H7315	H7413	no
H7315	H7426	no
H7315	H8641	no
H7316	H7317	no
H7316	H7318	no
H7316	H7413	no
H7316	H7426	no
H7316	H8641	no
H7317	H7318	no
H7317	H7413	no
H7317	H7426	no
H7317	H8641	no
H7318	H7413	no
H7318	H7426	yes
H7318	H8641	no
H7321	H7451	no
H7321	H7455	no
H7321	H7466	no
H7321	H7470	no
H7321	H8643	yes
H7323	H7389	no
H7323	H7518	no
H7324	H7385	yes
H7324	H7386	yes
H7324	H7387	yes
H7326	H7389	yes
H7326	H7554	no
H7326	H8658	no
H7326	H8659	no
H7328	H7329	no
H7328	H7330	no
H7328	H7332	no
H7328	H7334	no
H7329	H7330	yes
H7329	H7332	yes
H7329	H7334	yes
H7330	H7332	yes
H7330	H7334	yes
H7332	H7334	yes
H7333	H7336	unsure
H7337	H7338	yes
H7337	H7339	no
H7337	H7341	yes
H7337	H7342	yes
H7338	H7339	no
H7338	H7341	yes
H7338	H7342	yes
H7339	H7341	no
H7339	H7342	no
H7341	H7342	yes
H7347	H7901	no
H7349	H7355	yes
H7349	H7356	no
H7349	H7358	no
H7349	H7362	yes
H7349	H7389	no
H7350	H7368	yes
H7355	H7356	no
H7355	H7358	no
H7355	H7362	yes
H7355	H7389	no
H7356	H7358	yes
H7356	H7362	no
H7356	H7389	no
H7358	H7362	no
H7358	H7389	no
H7362	H7389	no
H7364	H7365	no
H7364	H7366	yes
H7365	H7366	no
H7372	H7373	unsure
H7378	H7379	yes
H7381	H7392	no
H7381	H7393	no
H7381	H7395	no
H7381	H8388	no
H7381	H8389	no
H7382	H7392	no
H7382	H7393	no
H7382	H7395	no
H7382	H8388	no
H7382	H8389	no
H7385	H7386	yes
H7385	H7387	yes
H7386	H7387	yes
H7389	H7420	no
H7389	H7481	no
H7389	H7482	no
H7389	H7483	no
H7389	H7513	no
H7389	H7518	no
H7389	H7523	no
H7389	H7533	no
H7389	H7567	no
H7389	H7604	no
H7389	H7605	no
H7389	H7607	no
H7389	H7608	no
H7389	H7609	no
H7389	H7725	no
H7389	H7789	no
H7389	H8034	no
H7389	H8035	no
H7389	H8036	no
H7389	H8308	no
H7389	H8442	no
H7389	H8563	no
H7389	H8564	no
H7389	H8597	no
H7390	H7401	yes
H7392	H7393	no
H7392	H7395	no
H7392	H8388	no
H7392	H8389	no
H7393	H7395	yes
H7393	H8388	no
H7393	H8389	no
H7395	H8388	no
H7395	H8389	no
H7399	H7408	no
H7400	H7402	no
H7401	H8388	no
H7401	H8389	no
H7402	H7403	unsure
H7402	H8527	no
H7403	H8527	no
H7411	H7423	no
H7411	H7437	no
H7413	H7426	no
H7413	H8641	no
H7415	H7426	no
H7423	H7437	no
H7426	H8641	no
H7429	H7430	no
H7429	H7431	no
H7430	H7431	yes
H7438	H7440	no
H7438	H7442	no
H7438	H7443	no
H7438	H7445	no
H7438	H7703	no
H7438	H8034	no
H7438	H8035	no
H7438	H8036	no
H7440	H7442	no
H7440	H7443	no
H7440	H7445	no
H7440	H7703	no
H7440	H8034	no
H7440	H8035	no
H7440	H8036	no
H7442	H7443	no
H7442	H7445	no
H7442	H7703	no
H7442	H8034	no
H7442	H8035	no
H7442	H8036	no
H7443	H7445	no
H7443	H7703	no
H7443	H8034	no
H7443	H8035	no
H7443	H8036	no
H7445	H7703	no
H7445	H8034	no
H7445	H8035	no
H7445	H8036	no
H7451	H7453	no
H7451	H7455	yes
H7451	H7462	no
H7451	H7463	no
H7451	H7464	no
H7451	H7466	no
H7451	H7468	no
H7451	H7469	no
H7451	H7470	no
H7451	H7471	no
H7451	H7472	no
H7451	H7473	no
H7451	H7475	no
H7451	H8643	no
H7453	H7462	no
H7453	H7463	yes
H7453	H7464	yes
H7453	H7468	yes
H7453	H7469	no
H7453	H7471	no
H7453	H7472	no
H7453	H7473	no
H7453	H7475	no
H7453	H7489	no
H7455	H7466	no
H7455	H7470	no
H7455	H7489	yes
H7455	H8643	no
H7456	H7458	no
H7456	H7459	no
H7458	H7459	yes
H7460	H7461	yes
H7462	H7463	no
H7462	H7464	no
H7462	H7468	no
H7462	H7469	no
H7462	H7471	no
H7462	H7472	no
H7462	H7473	no
H7462	H7475	no
H7462	H7489	no
H7463	H7464	yes
H7463	H7468	yes
H7463	H7469	no
H7463	H7471	no
H7463	H7472	no
H7463	H7473	no
H7463	H7475	no
H7463	H7489	no
H7464	H7468	yes
H7464	H7469	no
H7464	H7471	no
H7464	H7472	no
H7464	H7473	no
H7464	H7475	no
H7464	H7489	no
H7466	H7470	no
H7466	H7489	no
H7466	H8643	no
H7468	H7469	no
H7468	H7471	no
H7468	H7472	no
H7468	H7473	no
H7468	H7475	no
H7468	H7489	no
H7469	H7471	no
H7469	H7472	no
H7469	H7473	no
H7469	H7475	unsure
H7469	H7489	no
H7470	H7489	no
H7470	H8643	no
H7471	H7472	no
H7471	H7473	yes
H7471	H7475	no
H7471	H7489	no
H7472	H7473	no
H7472	H7475	no
H7472	H7489	no
H7473	H7475	no
H7473	H7489	no
H7475	H7489	no
H7477	H7478	no
H7477	H8653	no
H7478	H8653	yes
H7481	H7482	yes
H7481	H7483	no
H7482	H7483	no
H7488	H8388	no
H7488	H8389	no
H7489	H8643	no
H7493	H7494	yes
H7495	H7496	no
H7495	H7497	yes
H7495	H7499	yes
H7495	H7500	yes
H7496	H7497	no
H7496	H7499	no
H7496	H7500	no
H7497	H7499	yes
H7497	H7500	yes
H7499	H7500	yes
H7503	H7504	yes
H7512	H7515	no
H7518	H7533	no
H7519	H7521	no
H7519	H7522	no
H7521	H7522	yes
H7528	H7529	no
H7528	H7531	no
H7529	H7531	no
H7536	H8388	no
H7536	H8389	no
H7537	H7538	yes
H7537	H7539	yes
H7538	H7539	yes
H7543	H7545	no
H7543	H8388	no
H7543	H8389	no
H7545	H8388	no
H7545	H8389	no
H7551	H7553	yes
H7554	H7555	yes
H7554	H7567	yes
H7554	H8658	no
H7554	H8659	no
H7556	H8388	no
H7556	H8389	no
H7561	H7562	yes
H7561	H7563	yes
H7561	H7564	yes
H7561	H8388	no
H7561	H8389	no
H7562	H7563	yes
H7562	H7564	yes
H7562	H8388	no
H7562	H8389	no
H7563	H7564	yes
H7563	H8388	no
H7563	H8389	no
H7564	H8388	no
H7564	H8389	no
H7565	H7566	no
H7567	H8659	no
H7568	H7910	no
H7568	H7916	no
H7568	H7936	no
H7568	H7938	no
H7568	H7939	no
H7573	H7574	no
H7580	H7581	yes
H7582	H7588	unsure
H7582	H7599	no
H7582	H7600	no
H7582	H7946	no
H7582	H8663	no
H7583	H7588	no
H7583	H7599	no
H7583	H7600	no
H7583	H7946	no
H7583	H8663	no
H7585	H7592	no
H7585	H7595	no
H7585	H7596	no
H7588	H8663	yes
H7589	H7751	no
H7589	H7752	no
H7589	H7848	no
H7589	H7885	no
H7592	H7595	no
H7592	H7596	yes
H7595	H7596	unsure
H7599	H7600	yes
H7599	H7946	yes
H7600	H7946	yes
H7604	H7605	yes
H7604	H7607	no
H7604	H7608	no
H7604	H7609	no
H7604	H7725	no
H7605	H7607	no
H7605	H7608	no
H7605	H7609	no
H7605	H7725	no
H7607	H7608	no
H7607	H7609	no
H7607	H7725	no
H7608	H7609	no
H7608	H7725	no
H7609	H7725	no
H7616	H7631	no
H7616	H7632	no
H7616	H7725	no
H7617	H7618	no
H7617	H7622	yes
H7617	H7628	yes
H7618	H7622	no
H7618	H7628	no
H7620	H7621	no
H7620	H7650	no
H7620	H7651	yes
H7620	H7659	no
H7621	H7650	no
H7621	H7651	no
H7621	H7659	no
H7622	H7628	yes
H7628	H7629	no
H7628	H7630	no
H7629	H7630	unsure
H7631	H7632	yes
H7631	H7725	no
H7632	H7725	no
H7635	H7640	no
H7635	H7641	no
H7635	H7642	no
H7640	H7641	no
H7640	H7642	no
H7641	H7642	no
H7646	H7648	yes
H7646	H7649	yes
H7646	H7653	yes
H7646	H7654	yes
H7648	H7649	yes
H7648	H7653	yes
H7648	H7654	yes
H7649	H7653	yes
H7649	H7654	yes
H7650	H7651	no
H7650	H7659	no
H7651	H7659	no
H7653	H7654	yes
H7660	H8665	unsure
H7665	H7666	no
H7665	H7667	yes
H7665	H7668	no
H7666	H7667	no
H7666	H7668	no
H7667	H7668	no
H7673	H7674	yes
H7673	H7675	no
H7673	H7676	yes
H7674	H7675	no
H7674	H7676	yes
H7674	H7725	no
H7674	H7916	no
H7674	H8388	no
H7674	H8389	no
H7674	H8453	no
H7675	H7676	no
H7679	H7681	no
H7679	H7685	yes
H7679	H7686	no
H7679	H7689	yes
H7681	H7689	no
H7681	H7873	no
H7681	H8582	no
H7683	H7684	yes
H7685	H7689	yes
H7685	H7873	no
H7685	H8582	no
H7686	H7689	no
H7686	H7691	yes
H7686	H7692	yes
H7686	H7873	no
H7686	H8582	yes
H7691	H7692	yes
H7699	H7702	no
H7699	H7705	no
H7699	H7708	no
H7699	H7875	no
H7699	H8071	no
H7699	H8072	no
H7699	H8388	no
H7699	H8389	no
H7699	H8443	no
H7700	H7702	no
H7700	H7703	no
H7700	H7875	no
H7700	H8071	no
H7700	H8072	no
H7701	H7702	no
H7701	H7704	no
H7701	H7706	no
H7701	H7708	no
H7701	H7875	no
H7701	H8071	no
H7701	H8072	no
H7701	H8388	no
H7701	H8389	no
H7701	H8443	no
H7702	H7704	no
H7702	H7705	no
H7702	H8071	no
H7702	H8072	no
H7703	H7704	no
H7703	H7706	no
H7703	H7708	no
H7703	H8034	no
H7703	H8035	no
H7703	H8036	no
H7703	H8071	no
H7703	H8072	no
H7703	H8388	no
H7703	H8389	no
H7703	H8443	no
H7704	H7708	no
H7704	H8388	no
H7704	H8389	no
H7704	H8443	no
H7706	H7708	no
H7706	H8388	no
H7706	H8389	no
H7706	H8443	no
H7708	H8388	no
H7708	H8389	no
H7708	H8443	no
H7709	H7711	no
H7716	H7876	no
H7722	H7723	no
H7722	H7724	no
H7722	H7876	no
H7722	H8034	no
H7722	H8035	no
H7722	H8036	no
H7722	H8266	no
H7722	H8267	no
H7722	H8663	no
H7723	H7724	no
H7723	H7737	no
H7723	H8266	no
H7724	H8266	no
H7724	H8267	unsure
H7725	H7726	yes
H7725	H7729	yes
H7725	H7870	no
H7725	H7916	no
H7725	H8054	no
H7725	H8453	no
H7726	H7729	yes
H7726	H7870	no
H7726	H8054	no
H7726	H8388	no
H7726	H8389	no
H7729	H7870	no
H7729	H8054	no
H7729	H8388	no
H7729	H8389	no
H7735	H7873	no
H7735	H8582	no
H7737	H8267	no
H7742	H7811	no
H7742	H7812	no
H7742	H7843	no
H7742	H7880	no
H7744	H7811	no
H7744	H7812	no
H7744	H7843	no
H7744	H7880	no
H7745	H7746	no
H7745	H7817	no
H7745	H7845	yes
H7745	H7882	yes
H7746	H7817	no
H7746	H7845	no
H7746	H7882	no
H7750	H7846	unsure
H7750	H7847	yes
H7751	H7752	no
H7751	H7848	no
H7751	H7885	no
H7752	H7848	no
H7752	H7885	no
H7753	H7755	no
H7754	H7755	no
H7755	H7915	no
H7758	H7997	no
H7758	H7998	no
H7759	H7965	no
H7759	H7966	no
H7759	H7967	no
H7759	H7999	no
H7759	H8002	no
H7759	H8003	no
H7759	H8014	no
H7759	H8015	no
H7759	H8016	no
H7759	H8021	no
H7759	H8388	no
H7759	H8389	no
H7760	H7897	no
H7760	H8047	no
H7760	H8054	no
H7760	H8076	no
H7760	H8077	no
H7760	H8388	no
H7760	H8389	no
H7768	H7769	yes
H7768	H7775	yes
H7768	H8159	no
H7768	H8173	no
H7768	H8668	no
H7769	H7775	yes
H7769	H8159	no
H7769	H8173	no
H7775	H8159	no
H7775	H8173	no
H7775	H8668	no
H7779	H8192	no
H7779	H8193	no
H7779	H8205	no
H7779	H8206	no
H7779	H8207	no
H7782	H8231	no
H7782	H8232	no
H7782	H8233	no
H7782	H8235	no
H7782	H8236	no
H7785	H8264	no
H7787	H8323	no
H7788	H7789	no
H7788	H7791	no
H7788	H7794	no
H7788	H7891	no
H7788	H7892	no
H7788	H8388	no
H7788	H8389	no
H7789	H7791	no
H7789	H7794	no
H7789	H7891	no
H7789	H7892	no
H7789	H8308	no
H7789	H8388	no
H7789	H8389	unsure
H7789	H8391	no
H7791	H7794	no
H7791	H7891	no
H7791	H7892	no
H7791	H8388	unsure
H7791	H8389	no
H7794	H7891	no
H7794	H7892	no
H7794	H8388	no
H7794	H8389	no
H7795	H8323	no
H7797	H8336	no
H7799	H7800	no
H7799	H8154	no
H7799	H8341	no
H7800	H8154	no
H7800	H8341	no
H7809	H7810	yes
H7811	H7813	yes
H7811	H7817	no
H7811	H7845	no
H7812	H7845	no
H7813	H7878	no
H7813	H7879	no
H7817	H7843	no
H7817	H7880	no
H7817	H7882	no
H7819	H7820	no
H7819	H7821	yes
H7820	H7821	no
H7833	H7834	no
H7835	H7836	no
H7835	H7837	no
H7835	H7838	yes
H7835	H7840	yes
H7836	H7837	no
H7836	H7838	no
H7836	H7840	no
H7837	H7838	no
H7837	H7840	no
H7838	H7840	yes
H7843	H7845	no
H7845	H7882	unsure
H7846	H7847	no
H7848	H7885	no
H7862	H7876	no
H7868	H7872	yes
H7868	H8068	no
H7868	H8104	no
H7868	H8108	no
H7868	H8109	no
H7868	H8114	no
H7868	H8117	no
H7868	H8388	no
H7868	H8389	no
H7870	H8054	no
H7870	H8388	no
H7870	H8389	no
H7873	H8582	no
H7878	H7879	yes
H7891	H7892	yes
H7891	H8388	no
H7891	H8389	no
H7892	H8388	no
H7892	H8389	no
H7896	H7897	no
H7896	H8034	no
H7896	H8035	no
H7896	H8036	no
H7896	H8351	no
H7896	H8352	no
H7896	H8357	no
H7896	H8358	no
H7896	H8359	no
H7896	H8360	no
H7897	H8034	no
H7897	H8035	no
H7897	H8036	no
H7897	H8074	no
H7897	H8351	no
H7897	H8352	no
H7897	H8357	no
H7897	H8358	no
H7897	H8359	no
H7897	H8360	no
H7901	H7902	no
H7904	H7925	no
H7904	H7926	no
H7908	H7909	yes
H7908	H7921	yes
H7909	H7921	yes
H7910	H7916	no
H7910	H7936	no
H7910	H7937	yes
H7910	H7938	no
H7910	H7939	no
H7910	H7941	yes
H7910	H7943	yes
H7910	H8354	yes
H7910	H8388	no
H7910	H8389	no
H7911	H7913	yes
H7911	H8056	no
H7913	H8056	no
H7916	H7936	yes
H7916	H7938	yes
H7916	H7939	yes
H7916	H8453	no
H7918	H8388	no
H7918	H8389	no
H7919	H7922	yes
H7919	H7925	no
H7922	H7925	no
H7925	H7926	no
H7931	H7932	yes
H7932	H7934	no
H7936	H7938	yes
H7936	H7939	yes
H7937	H7941	yes
H7937	H7943	yes
H7938	H7939	yes
H7941	H7943	no
H7949	H7950	yes
H7951	H7952	no
H7951	H7953	no
H7951	H7961	yes
H7952	H7953	no
H7952	H7961	no
H7953	H7961	no
H7964	H7971	no
H7964	H7973	no
H7964	H7979	no
H7965	H7966	no
H7965	H7967	no
H7965	H7999	yes
H7965	H8002	yes
H7965	H8003	yes
H7965	H8014	no
H7965	H8015	no
H7965	H8016	no
H7965	H8021	no
H7965	H8388	no
H7965	H8389	no
H7966	H7967	no
H7966	H7999	no
H7966	H8002	no
H7966	H8003	no
H7966	H8014	no
H7966	H8015	no
H7966	H8016	no
H7966	H8021	yes
H7966	H8388	no
H7966	H8389	no
H7967	H7999	no
H7967	H8002	no
H7967	H8003	no
H7967	H8014	no
H7967	H8015	no
H7967	H8016	no
H7967	H8021	no
H7967	H8388	no
H7967	H8389	no
H7969	H7970	no
H7969	H7991	no
H7969	H7992	no
H7969	H8027	no
H7969	H8029	no
H7969	H8032	no
H7970	H7991	no
H7970	H7992	no
H7970	H8027	no
H7970	H8029	no
H7970	H8032	no
H7971	H7973	no
H7971	H7979	no
H7973	H7979	no
H7975	H8388	no
H7975	H8389	no
H7980	H7982	no
H7980	H7983	yes
H7980	H7986	yes
H7980	H7989	yes
H7982	H7983	no
H7982	H7986	no
H7982	H7989	no
H7983	H7986	yes
H7983	H7989	yes
H7986	H7989	yes
H7991	H7992	yes
H7991	H8027	no
H7991	H8029	yes
H7991	H8032	no
H7992	H8027	no
H7992	H8029	yes
H7992	H8032	no
H7993	H7996	no
H7997	H7998	no
H7999	H8002	no
H7999	H8003	yes
H7999	H8014	no
H7999	H8015	no
H7999	H8016	no
H7999	H8021	no
H7999	H8388	no
H7999	H8389	no
H8002	H8003	no
H8002	H8014	no
H8002	H8015	no
H8002	H8016	no
H8002	H8021	no
H8002	H8388	no
H8002	H8389	no
H8003	H8014	no
H8003	H8015	no
H8003	H8016	no
H8003	H8021	no
H8003	H8388	no
H8003	H8389	no
H8008	H8071	yes
H8008	H8072	no
H8014	H8015	no
H8014	H8016	no
H8014	H8021	no
H8014	H8388	no
H8014	H8389	no
H8015	H8016	no
H8015	H8021	no
H8015	H8388	no
H8015	H8389	no
H8016	H8021	no
H8016	H8388	no
H8016	H8389	no
H8021	H8388	no
H8021	H8389	no
H8027	H8029	unsure
H8027	H8032	no
H8029	H8032	unsure
H8033	H8034	no
H8033	H8047	no
H8033	H8048	no
H8033	H8054	no
H8033	H8064	no
H8033	H8074	no
H8033	H8075	no
H8033	H8076	no
H8034	H8047	no
H8034	H8048	no
H8034	H8054	no
H8034	H8064	no
H8034	H8074	no
H8034	H8075	no
H8034	H8076	no
H8034	H8080	no
H8034	H8351	no
H8034	H8352	no
H8034	H8357	no
H8034	H8360	no
H8034	H8446	no
H8034	H8447	no
H8034	H8449	no
H8034	H8451	no
H8034	H8458	no
H8034	H8563	no
H8034	H8564	no
H8035	H8080	no
H8035	H8351	no
H8035	H8352	no
H8035	H8357	no
H8035	H8360	no
H8035	H8446	no
H8035	H8447	no
H8035	H8449	no
H8035	H8451	no
H8035	H8458	no
H8035	H8563	no
H8035	H8564	no
H8036	H8080	no
H8036	H8351	no
H8036	H8352	no
H8036	H8357	no
H8036	H8360	no
H8036	H8446	no
H8036	H8447	no
H8036	H8449	no
H8036	H8451	no
H8036	H8458	no
H8036	H8563	no
H8036	H8564	no
H8040	H8041	yes
H8047	H8048	no
H8047	H8064	no
H8047	H8075	yes
H8047	H8077	yes
H8047	H8389	no
