# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H8052	H8089	report	similar	high	0.682
H8052	H1697	word	similar	prior	0.5
H8052	H8085	hear	similar	prior	0.5
H8052	H2045	report	similar	prior	0.5
H8052	H4928	guard	similar	prior	0.5
H8052	H4926	hearing	similar	prior	0.5
H8055	H7797	rejoice	similar	high	1.0
H8055	H1523	rejoice	similar	high	0.976
H8055	H5970	rejoice	similar	prior	0.5
H8056	H1523	rejoice	similar	prior	0.5
H8056	H5970	rejoice	similar	prior	0.5
H8056	H7797	rejoice	similar	prior	0.5
H8056	H0056	mourn	antonym	recall	0.436
H8057	H8342	rejoicing	similar	high	1.0
H8057	H0060	mourning	antonym	recall	0.533
H8057	H1065	weeping	antonym	recall	0.503
H8057	H1524	rejoicing	similar	prior	0.5
H8057	H7445	triumphing	similar	prior	0.5
H8057	H7797	rejoice	similar	prior	0.5
H8057	H3015	sorrow	antonym	recall	0.467
H8058	H5203	leave	similar	prior	0.5
H8059	H1865	liberty	similar	prior	0.5
H8059	H8058	release	similar	prior	0.5
H8063	H4593	sharp	similar	prior	0.5
H8063	H4594	mantle	similar	prior	0.5
H8064	H7549	expanse	similar	high	0.826
H8064	H3556	star	similar	high	0.789
H8064	H0776	land	antonym	recall	0.572
H8064	H7834	cloud	similar	prior	0.5
H8064	H4609	thought	similar	prior	0.5
H8065	H0772	earth	antonym	recall	0.949
H8065	H8064	heaven	similar	prior	0.5
H8071	H0899	treachery	similar	high	0.748
H8071	H3801	tunic	similar	high	0.6
H8074	H2717	dry	similar	high	0.864
H8074	H7703	ruin	similar	prior	0.5
H8074	H8047	horror	similar	prior	0.5
H8074	H4923	devastation	similar	prior	0.5
H8074	H4875	desolation	similar	prior	0.5
H8076	H8078	horror	similar	prior	0.5
H8076	H8074	be desolate	similar	prior	0.5
H8076	H8047	horror	similar	prior	0.5
H8076	H4923	devastation	similar	prior	0.5
H8077	H4923	devastation	similar	high	0.987
H8077	H2723	desolation	similar	high	0.813
H8077	H2720	dry	similar	high	0.749
H8077	H2721	drought	similar	prior	0.5
H8077	H8074	be desolate	similar	prior	0.5
H8077	H8047	horror	similar	prior	0.5
H8077	H8078	horror	similar	prior	0.5
H8077	H8076	devastated	similar	prior	0.5
H8078	H4923	devastation	similar	prior	0.5
H8078	H8047	horror	similar	prior	0.5
H8078	H8074	be desolate	similar	prior	0.5
H8080	H4924	fat	similar	prior	0.5
H8081	H3795	beaten	similar	high	0.899
H8081	H4888	anointing	similar	high	0.882
H8081	H5561	spice	similar	high	0.804
H8081	H2132	Olives	similar	prior	0.5
H8081	H2529	curd	similar	prior	0.5
H8081	H4886	anoint	similar	prior	0.5
H8081	H8080	grow fat	similar	prior	0.5
H8081	H3323	oil	similar	prior	0.5
H8081	H4924	fat	similar	prior	0.5
H8081	H0820	strong	similar	prior	0.5
H8081	H8082	rich	similar	prior	0.5
H8082	H1879	fat	similar	prior	0.5
H8082	H1277	fat	similar	prior	0.5
H8082	H0820	strong	similar	prior	0.5
H8082	H4924	fat	similar	prior	0.5
H8082	H8080	grow fat	similar	prior	0.5
H8085	H8088	sound	similar	high	0.957
H8085	H0238	listen	similar	high	0.869
H8085	H0241	ear	similar	high	0.813
H8085	H1875	seek	similar	prior	0.5
H8085	H7121	call	similar	prior	0.5
H8085	H4928	guard	similar	prior	0.5
H8085	H8089	report	similar	prior	0.5
H8085	H2045	report	similar	prior	0.5
H8088	H8085	hear	similar	high	0.957
H8088	H8052	tidings	similar	high	0.934
H8088	H1697	word	similar	high	0.67
H8088	H2045	report	similar	prior	0.5
H8089	H8052	tidings	similar	high	0.682
H8089	H1697	word	similar	high	0.63
H8089	H4928	guard	similar	prior	0.5
H8089	H2045	report	similar	prior	0.5
H8103	H8102	whisper	similar	prior	0.5
H8104	H5341	watch	similar	high	0.894
H8104	H5800	leave	antonym	recall	0.591
H8104	H4929	custody	similar	prior	0.5
H8104	H8245	watch	similar	prior	0.5
H8104	H4928	guard	similar	prior	0.5
H8104	H5201	keep	similar	prior	0.5
H8104	H8108	guard	similar	prior	0.5
H8104	H8107	vigil	similar	prior	0.5
H8107	H4929	custody	similar	prior	0.5
H8108	H4929	custody	similar	prior	0.5
H8108	H8107	vigil	similar	prior	0.5
H8109	H8107	vigil	similar	prior	0.5
H8109	H8108	guard	similar	prior	0.5
H8109	H4929	custody	similar	prior	0.5
H8109	H8104	keep	similar	prior	0.5
H8121	H3394	moon	similar	high	0.945
H8121	H2535	heat	similar	high	0.694
H8121	H3556	star	similar	high	0.654
H8121	H0216	light	similar	high	0.651
H8121	H2822	darkness	antonym	recall	0.432
H8130	H8135	hating	similar	high	0.989
H8130	H6862	narrow	similar	high	0.952
H8130	H0157	love	antonym	recall	0.779
H8130	H8581	abhor	similar	prior	0.5
H8132	H8138	change	similar	prior	0.5
H8132	H8141	year	similar	prior	0.5
H8135	H8130	hate	similar	high	0.989
H8135	H0160	love	antonym	recall	0.657
H8135	H0157	love	antonym	recall	0.518
H8136	H8138	change	similar	prior	0.5
H8136	H8145	second	similar	prior	0.5
H8136	H4932	Second [Quarter]	similar	prior	0.5
H8138	H2498	pass	similar	prior	0.5
H8138	H8141	year	similar	prior	0.5
H8138	H4932	Second [Quarter]	similar	prior	0.5
H8141	H2320	month	similar	high	0.95
H8141	H3117	day	similar	high	0.935
H8142	H8639	deep sleep	similar	prior	0.5
H8142	H2492	be healthy	similar	prior	0.5
H8143	H8127	tooth	similar	prior	0.5
H8143	H8150	sharpen	similar	prior	0.5
H8144	H8438	worm	similar	high	1.0
H8144	H0713	purple	similar	high	1.0
H8144	H8504	blue	similar	high	1.0
H8145	H0312	another	similar	prior	0.5
H8145	H4932	Second [Quarter]	similar	prior	0.5
H8145	H8138	change	similar	prior	0.5
H8146	H8130	hate	similar	prior	0.5
H8146	H8135	hating	similar	prior	0.5
H8148	H8127	tooth	similar	prior	0.5
H8148	H8143	ivory	similar	prior	0.5
H8148	H8150	sharpen	similar	prior	0.5
H8154	H0962	plunder	similar	prior	0.5
H8155	H7997	take	similar	prior	0.5
H8155	H0962	plunder	similar	prior	0.5
H8155	H1497	plunder	similar	prior	0.5
H8155	H4933	plunder	similar	prior	0.5
H8157	H6541	hoof	similar	high	0.965
H8157	H6536	divide	similar	high	0.874
H8157	H8156	cleave	similar	prior	0.5
H8159	H5027	look	similar	high	0.517
H8159	H7200	see	similar	prior	0.5
H8159	H6822	watch	similar	prior	0.5
H8163	H5795	goat	similar	high	1.0
H8163	H6842	male goat	similar	high	0.628
H8163	H1544	idol	similar	prior	0.5
H8163	H0457	idol	similar	prior	0.5
H8163	H8655	teraphim	similar	prior	0.5
H8163	H8166	female goat	similar	prior	0.5
H8163	H8181	hair	similar	prior	0.5
H8163	H8175	shudder	similar	prior	0.5
H8163	H8184	barley	similar	prior	0.5
H8163	H8185	hair	similar	prior	0.5
H8163	H6841	male goat	similar	prior	0.5
H8163	H8495	male goat	similar	prior	0.5
H8164	H6842	male goat	similar	prior	0.5
H8164	H8163	hairy	similar	prior	0.5
H8164	H6841	male goat	similar	prior	0.5
H8164	H8495	male goat	similar	prior	0.5
H8166	H8184	barley	similar	prior	0.5
H8166	H8181	hair	similar	prior	0.5
H8172	H0982	trust	similar	high	0.841
H8173	H8191	delight	similar	prior	0.5
H8175	H8166	female goat	similar	prior	0.5
H8175	H8184	barley	similar	prior	0.5
H8175	H8181	hair	similar	prior	0.5
H8178	H2731	trembling	similar	prior	0.5
H8178	H6427	shuddering	similar	prior	0.5
H8178	H7461	trembling	similar	prior	0.5
H8178	H8166	female goat	similar	prior	0.5
H8178	H8181	hair	similar	prior	0.5
H8178	H8163	hairy	similar	prior	0.5
H8178	H8184	barley	similar	prior	0.5
H8178	H8185	hair	similar	prior	0.5
H8178	H8175	shudder	similar	prior	0.5
H8179	H6607	entrance	similar	high	0.928
H8179	H3996	entrance	similar	high	0.779
H8179	H5592	basin	similar	prior	0.5
H8179	H1280	bar	similar	prior	0.5
H8179	H1817	door	similar	prior	0.5
H8179	H7778	gatekeeper	similar	prior	0.5
H8179	H4201	doorpost	similar	prior	0.5
H8180	H8176	calculate	similar	prior	0.5
H8181	H8184	barley	similar	prior	0.5
H8182	H8186	horror	similar	prior	0.5
H8183	H8178	shuddering	similar	prior	0.5
H8183	H8175	shudder	similar	prior	0.5
H8184	H2406	wheat	similar	high	0.956
H8184	H5742	lentil	similar	high	0.73
H8185	H5492	whirlwind	similar	prior	0.5
H8185	H5591	tempest	similar	prior	0.5
H8185	H8175	shudder	similar	prior	0.5
H8185	H8166	female goat	similar	prior	0.5
H8185	H8184	barley	similar	prior	0.5
H8191	H8588	luxury	similar	prior	0.5
H8192	H8194	cheese	similar	prior	0.5
H8192	H7097	end	similar	prior	0.5
H8192	H7096	cut off	similar	prior	0.5
H8192	H8193	lips	similar	prior	0.5
H8192	H7098	end	similar	prior	0.5
H8193	H3956	tongue	similar	high	1.0
H8193	H6310	lip	similar	high	0.811
H8196	H8199	judge	similar	prior	0.5
H8196	H8201	judgment	similar	prior	0.5
H8198	H0519	maidservant	similar	high	0.964
H8199	H1777	judge	similar	high	0.79
H8199	H3198	rebuke	similar	high	0.702
H8199	H5358	avenge	similar	prior	0.5
H8201	H8199	judge	similar	high	0.645
H8201	H1779	judgment	similar	prior	0.5
H8205	H4791	height	similar	prior	0.5
H8205	H2022	mountain	similar	prior	0.5
H8205	H8194	cheese	similar	prior	0.5
H8205	H8192	be bare	similar	prior	0.5
H8209	H8232	acceptable	similar	prior	0.5
H8210	H8212	penis	similar	prior	0.5
H8210	H8211	pouring	similar	prior	0.5
H8212	H8211	pouring	similar	prior	0.5
H8213	H5307	fall	similar	prior	0.5
H8213	H1809	languish	similar	prior	0.5
H8213	H3665	be humble	similar	prior	0.5
H8213	H8214	be low	similar	prior	0.5
H8213	H7817	bow	similar	prior	0.5
H8213	H4355	sink	similar	prior	0.5
H8213	H8217	low	similar	prior	0.5
H8213	H8218	humiliation	similar	prior	0.5
H8213	H8220	idleness	similar	prior	0.5
H8213	H8216	poverty	similar	prior	0.5
H8213	H8219	Shephelah	similar	prior	0.5
H8213	H1361	exult	antonym	recall	0.49
H8213	H7311	exalt	antonym	recall	0.439
H8213	H1363	height	antonym	recall	0.434
H8215	H8214	be low	similar	prior	0.5
H8216	H8220	idleness	similar	prior	0.5
H8216	H8218	humiliation	similar	prior	0.5
H8216	H8219	Shephelah	similar	prior	0.5
H8217	H1361	exult	antonym	recall	0.54
H8217	H1800	poor	similar	prior	0.5
H8217	H6041	afflicted	similar	prior	0.5
H8217	H8216	poverty	similar	prior	0.5
H8217	H8219	Shephelah	similar	prior	0.5
H8217	H8220	idleness	similar	prior	0.5
H8217	H8218	humiliation	similar	prior	0.5
H8217	H7311	exalt	antonym	recall	0.401
H8219	H6160	Arabah	similar	high	0.806
H8219	H8218	humiliation	similar	prior	0.5
H8220	H8218	humiliation	similar	prior	0.5
H8220	H8219	Shephelah	similar	prior	0.5
H8222	H2206	beard	similar	high	0.616
H8228	H8229	abundance	similar	prior	0.5
H8229	H7230	abundance	similar	prior	0.5
H8231	H7782	trumpet	similar	prior	0.5
H8231	H8233	beauty	similar	prior	0.5
H8231	H8237	pavilion	similar	prior	0.5
H8233	H7782	trumpet	similar	prior	0.5
H8235	H7782	trumpet	similar	prior	0.5
H8235	H8233	beauty	similar	prior	0.5
H8235	H8231	polish	similar	prior	0.5
H8235	H8237	pavilion	similar	prior	0.5
H8237	H7782	trumpet	similar	prior	0.5
H8237	H8233	beauty	similar	prior	0.5
H8238	H8232	acceptable	similar	prior	0.5
H8238	H8209	fair	similar	prior	0.5
H8239	H0830	Dung (Gate)	similar	prior	0.5
H8239	H8240	ash heep	similar	prior	0.5
H8241	H7858	flood	similar	prior	0.5
H8242	H4055	garment	similar	prior	0.5
H8242	H6685	fast	similar	prior	0.5
H8242	H0899	treachery	similar	prior	0.5
H8246	H1375	cup	similar	high	0.971
H8246	H6525	flower	similar	prior	0.5
H8246	H8247	almond	similar	prior	0.5
H8246	H8245	watch	similar	prior	0.5
H8247	H0424	oak	similar	prior	0.5
H8247	H8245	watch	similar	prior	0.5
H8248	H8354	drink	similar	high	0.566
H8248	H7302	watered	similar	prior	0.5
H8250	H5435	liquor	similar	prior	0.5
H8250	H8248	water	similar	prior	0.5
H8250	H4945	cupbearer	similar	prior	0.5
H8250	H8268	trough	similar	prior	0.5
H8251	H8441	abomination	similar	high	0.825
H8252	H7599	rest	similar	high	0.796
H8252	H7965	peace	similar	prior	0.5
H8253	H8252	quiet	similar	prior	0.5
H8254	H4949	level	similar	prior	0.5
H8254	H4946	weight	similar	prior	0.5
H8254	H8255	shekel	similar	prior	0.5
H8255	H3603	Plain (of Jericho)	similar	high	0.89
H8255	H4488	mina	similar	high	0.86
H8255	H7192	coin	similar	prior	0.5
H8255	H1235	bekah	similar	prior	0.5
H8255	H4949	level	similar	prior	0.5
H8255	H4946	weight	similar	prior	0.5
H8256	H0729	reinforced	similar	prior	0.5
H8256	H2132	Olives	similar	prior	0.5
H8257	H2883	sink	similar	prior	0.5
H8259	H7200	see	similar	prior	0.5
H8260	H4947	lintel	similar	prior	0.5
H8261	H0699	window	similar	prior	0.5
H8261	H8260	frame	similar	prior	0.5
H8261	H4947	lintel	similar	prior	0.5
H8262	H8263	detestation	similar	high	0.796
H8262	H8251	abomination	similar	prior	0.5
H8262	H8581	abhor	similar	prior	0.5
H8263	H8262	detest	similar	high	0.796
H8263	H8441	abomination	similar	prior	0.5
H8263	H2931	unclean	similar	prior	0.5
H8263	H6292	refuse	similar	prior	0.5
H8263	H8251	abomination	similar	prior	0.5
H8264	H0183	desire	similar	prior	0.5
H8264	H4944	rushing	similar	prior	0.5
H8266	H0539	be faithful	antonym	recall	0.595
H8267	H3577	lie	similar	high	0.985
H8267	H7723	vanity	similar	high	0.922
H8267	H4820	deceit	similar	high	0.799
H8267	H2950	smear	similar	high	0.717
H8267	H0571	truth	antonym	recall	0.536
H8267	H3585	lie	similar	prior	0.5
H8267	H7423	deceit	similar	prior	0.5
H8267	H4030	precious thing	similar	prior	0.5
H8267	H8266	deal	similar	prior	0.5
H8268	H7298	trough	similar	prior	0.5
H8268	H8248	water	similar	prior	0.5
H8268	H4945	cupbearer	similar	prior	0.5
H8269	H5631	eunuch	similar	high	1.0
H8269	H4428	king	similar	high	1.0
H8269	H7860	official	similar	high	1.0
H8269	H6346	governor	similar	high	0.955
H8269	H7991	third	similar	high	0.927
H8270	H2256	Mahalab	similar	prior	0.5
H8270	H8285	bracelet	similar	prior	0.5
H8270	H8307	stubbornness	similar	prior	0.5
H8270	H8306	muscle	similar	prior	0.5
H8275	H4294	tribe	similar	prior	0.5
H8278	H8279	stylus	similar	prior	0.5
H8282	H4436	Queen (of Sheba)	similar	prior	0.5
H8282	H8269	ruler	similar	prior	0.5
H8282	H8323	rule	similar	prior	0.5
H8284	H7791	wall	similar	prior	0.5
H8285	H8307	stubbornness	similar	prior	0.5
H8291	H8321	vine	similar	prior	0.5
H8291	H8320	sorrel	similar	prior	0.5
H8292	H8322	hissing	similar	prior	0.5
H8295	H1413	cut	similar	prior	0.5
H8296	H8295	incise	similar	prior	0.5
H8299	H2156	branch	similar	prior	0.5
H8299	H8276	intertwine	similar	prior	0.5
H8300	H6412	survivor	similar	high	0.814
H8300	H6413	survivor	similar	high	0.788
H8300	H7611	remnant	similar	high	0.6
H8300	H3498	remain	similar	high	0.526
H8300	H4672	find	similar	prior	0.5
H8300	H8277	escape	similar	prior	0.5
H8306	H8285	bracelet	similar	prior	0.5
H8306	H8307	stubbornness	similar	prior	0.5
H8308	H8288	thong	similar	prior	0.5
H8312	H5587	division	similar	prior	0.5
H8313	H8316	fire	similar	high	1.0
H8313	H1197	burn	similar	high	0.891
H8313	H3341	kindle	similar	high	0.747
H8313	H3344	burn	similar	high	0.618
H8313	H4348	burn	similar	prior	0.5
H8314	H5175	serpent	similar	prior	0.5
H8314	H8577	jackal	similar	prior	0.5
H8314	H3742	cherub	similar	prior	0.5
H8314	H4397	messenger	similar	prior	0.5
H8314	H8316	fire	similar	prior	0.5
H8314	H5635	burn	similar	prior	0.5
H8314	H8313	burn	similar	prior	0.5
H8314	H4955	burning	similar	prior	0.5
H8316	H8313	burn	similar	high	1.0
H8316	H0784	fire	similar	high	0.721
H8316	H4955	burning	similar	prior	0.5
H8316	H5635	burn	similar	prior	0.5
H8318	H7431	creeping	similar	high	1.0
H8318	H2416	alive	similar	high	0.772
H8318	H8317	swarm	similar	prior	0.5
H8319	H8322	hissing	similar	prior	0.5
H8319	H8292	piping	similar	prior	0.5
H8320	H8321	vine	similar	prior	0.5
H8322	H8047	horror	similar	prior	0.5
H8323	H7860	official	similar	prior	0.5
H8323	H8269	ruler	similar	prior	0.5
H8323	H7989	domineering	similar	prior	0.5
H8324	H7789	see	similar	prior	0.5
H8324	H7790	enemy	similar	prior	0.5
H8327	H8328	root	similar	prior	0.5
H8330	H8328	root	similar	prior	0.5
H8332	H8330	root	similar	prior	0.5
H8333	H5688	cord	similar	high	0.986
H8333	H6060	neck	similar	prior	0.5
H8333	H2256	Mahalab	similar	prior	0.5
H8334	H5647	serve	similar	high	0.758
H8334	H3547	minister	similar	high	0.753
H8335	H8334	minister	similar	prior	0.5
H8336	H6593	flax	similar	prior	0.5
H8336	H6648	dye	similar	prior	0.5
H8336	H7553	embroidery	similar	prior	0.5
H8336	H8278	braiding	similar	prior	0.5
H8336	H7893	alabaster	similar	prior	0.5
H8342	H8057	joy	similar	high	1.0
H8342	H4885	rejoicing	similar	high	0.884
H8342	H1524	rejoicing	similar	prior	0.5
H8342	H7797	rejoice	similar	prior	0.5
H8354	H8248	water	similar	prior	0.5
H8354	H3952	lick	similar	prior	0.5
H8355	H4961	feast	similar	prior	0.5
H8356	H7898	thornbush	similar	prior	0.5
H8356	H7897	garment	similar	prior	0.5
H8356	H7896	set	similar	prior	0.5
H8358	H8354	drink	similar	prior	0.5
H8358	H8360	drinking	similar	prior	0.5
H8359	H6154	Arabia	similar	high	1.0
H8360	H8354	drink	similar	prior	0.5
H8362	H8363	shoot	similar	prior	0.5
H8367	H2814	be silent	similar	prior	0.5
H8367	H7918	subside	similar	prior	0.5
H8367	H8252	quiet	similar	prior	0.5
H8367	H1993	roar	antonym	recall	0.411
H8372	H2315	chamber	similar	prior	0.5
H8372	H3957	chamber	similar	prior	0.5
H8375	H8373	long for	similar	prior	0.5
H8378	H0183	desire	similar	high	0.914
H8378	H2531	delight	similar	prior	0.5
H8379	H8427	mark	similar	prior	0.5
H8379	H8420	mark	similar	prior	0.5
H8380	H8382	be double	similar	prior	0.5
H8384	H1612	vine	similar	high	0.884
H8384	H1063	early fig	similar	high	0.803
H8384	H7416	pomegranate	similar	prior	0.5
H8384	H2156	branch	similar	prior	0.5
H8384	H1690	fig cake	similar	prior	0.5
H8388	H6440	face	similar	prior	0.5
H8389	H3303	beautiful	similar	high	0.739
H8389	H4758	appearance	similar	high	0.644
H8389	H7210	sight	similar	prior	0.5
H8389	H8388	border	similar	prior	0.5
H8391	H0833	bless	similar	prior	0.5
H8391	H0837	happy	similar	prior	0.5
H8393	H6529	fruit	similar	high	0.916
H8393	H1715	grain	similar	high	0.821
H8393	H4395	fruit	similar	high	0.79
H8393	H8492	new wine	similar	high	0.788
H8394	H0998	understanding	similar	high	1.0
H8394	H2451	wisdom	similar	high	0.942
H8394	H1847	knowledge	similar	high	0.883
H8394	H8454	wisdom	similar	high	0.738
H8394	H0200	folly	antonym	recall	0.57
H8395	H2983	Jebusite	similar	prior	0.5
H8395	H4654	ruin	similar	prior	0.5
H8397	H8604	folly	similar	prior	0.5
H8397	H2154	wickedness	similar	prior	0.5
H8397	H8400	defect	similar	prior	0.5
H8397	H7642	snail	similar	prior	0.5
H8397	H1101	mix	similar	prior	0.5
H8398	H0776	land	similar	prior	0.5
H8398	H2309	world	similar	prior	0.5
H8398	H2988	stream	similar	prior	0.5
H8398	H2981	crops	similar	prior	0.5
H8398	H3105	stream	similar	prior	0.5
H8398	H0180	river	similar	prior	0.5
H8398	H2990	running	similar	prior	0.5
H8398	H0944	produce	similar	prior	0.5
H8399	H1094	old	similar	prior	0.5
H8400	H7642	snail	similar	prior	0.5
H8400	H1101	mix	similar	prior	0.5
H8401	H4554	fodder	similar	high	0.892
H8401	H7179	stubble	similar	high	0.533
H8401	H2682	grass	similar	high	0.5
H8403	H1823	likeness	similar	high	0.837
H8403	H6699	design	similar	prior	0.5
H8403	H6459	idol	similar	prior	0.5
H8403	H1140	building	similar	prior	0.5
H8403	H1146	building	similar	prior	0.5
H8403	H1129	build	similar	prior	0.5
H8408	H1576	recompense	similar	prior	0.5
H8409	H1624	stir up	similar	prior	0.5
H8409	H1627	throat	similar	prior	0.5
H8410	H1265	cypress	similar	prior	0.5
H8411	H1859	generation	similar	prior	0.5
H8414	H0922	void	similar	high	0.916
H8414	H7385	vain	similar	high	0.738
H8414	H8417	error	similar	prior	0.5
H8415	H4688	depth	similar	high	0.665
H8415	H8064	heaven	antonym	recall	0.464
H8416	H1984	shine	similar	high	1.0
H8416	H2167	sing	similar	high	0.823
H8416	H3034	give thanks	similar	high	0.795
H8416	H7892	song	similar	prior	0.5
H8416	H7442	overcome	similar	prior	0.5
H8416	H7623	soothe	similar	prior	0.5
H8416	H1948	madness	similar	prior	0.5
H8416	H1947	madness	similar	prior	0.5
H8418	H1982	traveller	similar	prior	0.5
H8418	H1978	step	similar	prior	0.5
H8418	H1979	walk	similar	prior	0.5
H8419	H5999	trouble	similar	prior	0.5
H8419	H4115	stocks	similar	prior	0.5
H8419	H2018	overthrow	similar	prior	0.5
H8420	H0226	sign	similar	prior	0.5
H8420	H8427	mark	similar	prior	0.5
H8424	H3015	sorrow	similar	high	0.783
H8426	H2077	sacrifice	similar	high	0.844
H8426	H8002	peace offering	similar	high	0.717
H8426	H4503	offering	similar	high	0.612
H8426	H5930	burnt offering	similar	prior	0.5
H8426	H8416	praise	similar	prior	0.5
H8426	H3034	give thanks	similar	prior	0.5
H8426	H1960	praise	similar	prior	0.5
H8431	H8615	cord	similar	high	0.895
H8431	H3176	wait	similar	high	0.75
H8431	H4007	expectation	similar	prior	0.5
H8432	H7130	entrails	similar	high	0.748
H8432	H2676	middle	similar	prior	0.5
H8432	H1824	quiet	similar	prior	0.5
H8432	H8484	middle	similar	prior	0.5
H8433	H4148	discipline	similar	high	0.95
H8433	H3198	rebuke	similar	high	0.869
H8433	H3256	discipline	similar	high	0.738
H8435	H4940	family	similar	high	0.817
H8435	H3205	beget	similar	high	0.639
H8435	H1755	generation	similar	prior	0.5
H8435	H2056	child	similar	prior	0.5
H8435	H3209	born	similar	prior	0.5
H8435	H3206	youth	similar	prior	0.5
H8435	H3211	born	similar	prior	0.5
H8435	H3207	maiden	similar	prior	0.5
H8438	H8144	scarlet	similar	high	1.0
H8438	H4973	jaw	similar	prior	0.5
H8441	H8251	abomination	similar	high	0.825
H8441	H5039	folly	similar	high	0.617
H8441	H8262	detest	similar	prior	0.5
H8441	H6292	refuse	similar	prior	0.5
