lex	stem	sense	gloss	count	share
XCWB/		1	Hasshub	5	1.0
XCX[	peal	1	be in need of	1	1.0
XD/		1	sharp	14	1.0
XDC/		1	new, fresh	52	1.0
XDC=/		1	new moon, month	282	0.996
XDC=/		2	its new	1	0.004
XDCH/		1	Hadashah	1	1.0
XDD/		1	Hadad	2	1.0
XDH[	qal	1	rejoice	2	1.0
XDJD/		1	Hadid	3	1.0
XDL/		1	ceasing, transient	1	0.333
XDL/		2	who refrains	1	0.333
XDL/		3	transient	1	0.333
XDL=/		1	world?	1	1.0
XDLJ/		1	Hadlai	1	1.0
XDL[	qal	1	cease, desist	56	0.982
XDL[	qal	2	it has stopped	1	0.018
XDQ/		1	nightshade, brier	1	0.5
XDQ/		2	of thorn	1	0.5
XDQL/		1	Tigris	2	1.0
XDR/		1	bedroom, (dark) room	33	0.943
XDR/		2	the inner	1	0.029
XDR/		3	be] from inner rooms	1	0.029
XDRK/		1	Hadrach	1	1.0
XDT/		1	new	1	1.0
XDWH/		1	joy	2	1.0
XFK[	nif	1	be withheld, be spared	1	0.5
XFK[	nif	2	he is spared	1	0.5
XFK[	qal	1	restrain, withhold	19	0.76
XFK[	qal	2	refrain	2	0.08
XFK[	qal	3	he kept back	2	0.08
XFK[	qal	4	anyone restrained	1	0.04
XFK[	qal	5	withholds	1	0.04
XFP/		1	handful	1	1.0
XFWP>/		1	Hasupha	2	1.0
XG/		1	feast, festival; procession	62	1.0
XG>/		1	terror, dread	1	1.0
XGB/		1	grasshopper, locust	5	1.0
XGG[	qal	1	celebrate a feast, festival	13	0.867
XGG[	qal	2	celebrating	1	0.067
XGG[	qal	3	they staggered	1	0.067
XGJ/		1	Haggite	1	1.0
XGJ=/		1	Haggai	9	1.0
XGJ==/		1	Haggi	2	1.0
XGJH/		1	Haggiah	1	1.0
XGJT/		1	Haggith	5	1.0
XGLH/		1	Hoglah	4	1.0
XGR[	qal	1	gird, put on a belt	43	1.0
XGW/		1	cleft in the rock; hiding place	3	1.0
XGWRH/		1	girdle, belt; loin-covering	4	0.8
XGWRH/		2	loin coverings	1	0.2
XJ/		1	living, alive	228	0.966
XJ/		2	one	4	0.017
XJ/		3	living one	2	0.008
XJ/		4	raw	1	0.004
XJ/		5	person	1	0.004
XJ>L/		1	Hiel	1	1.0
XJDH/		1	riddle, perplexing question	13	0.765
XJDH/		2	difficult matters	2	0.118
XJDH/		3	parables	1	0.059
XJDH/		4	intrigue(s)	1	0.059
XJH/		1	beast, wild animals, living being	99	1.0
XJH=/		1	lively, having the vigour of life	1	1.0
XJH[	hif	1	keep alive, cause to live, revive	17	0.773
XJH[	hif	2	restore to life	5	0.227
XJH[	piel	1	keep alive, cause to live	26	0.634
XJH[	piel	2	preserve	12	0.293
XJH[	piel	3	I restore to life	2	0.049
XJH[	piel	4	they will cause to grow	1	0.024
XJH[	qal	1	be alive, live, revive	201	0.995
XJH[	qal	2	people live	1	0.005
XJJM/		1	life; lifetime (pl)	145	0.98
XJJM/		2	than	2	0.014
XJJM/		3	kinsfolk	1	0.007
XJL/		1	strength; wealth; army	244	1.0
XJL=/		1	labour-pains	6	1.0
XJL==/		1	rampart, outer wall	7	0.875
XJL==/		2	the fortress	1	0.125
XJL==[	hit	1	wait	1	1.0
XJL==[	piel	1	wait	1	1.0
XJL==[	qal	1	wait	1	0.5
XJL==[	qal	2	she is in anguish	1	0.5
XJLM/		1	Helam	1	1.0
XJL[	hif	1	cause to tremble	2	1.0
XJL[	hit	1	writhe	1	0.5
XJL[	hit	2	she agonized	1	0.5
XJL[	hof	1	be brought to birth	1	1.0
XJL[	piel	1	bring to birth	2	0.4
XJL[	piel	2	brought	1	0.2
XJL[	piel	3	it causes labor pains to	1	0.2
XJL[	piel	4	you brought forth	1	0.2
XJL[	pual	1	be brought to birth, be made trembling	4	0.8
XJL[	pual	2	they are made to tremble	1	0.2
XJL[	qal	1	be in labour, be in labor, be in pain; writhe, tremble	15	0.714
XJL[	qal	2	he was in severe pain	2	0.095
XJL[	qal	3	people will be in anguish	1	0.048
XJL[	qal	4	writhe in pain	1	0.048
XJL[	qal	5	they writhe	1	0.048
XJL[	qal	6	they writhed in agony	1	0.048
XJN/		1	(uncertain)	1	1.0
XJQ/		1	lap, bosom	37	0.974
XJQ/		2	the bottom	1	0.026
XJRH/		1	Hirah	2	1.0
XJRM/		1	Hiram	22	1.0
XJWT/		1	lifetime	1	1.0
XJY/		1	wall	1	1.0
XJYWN/		1	outer, external	22	0.917
XJYWN/		2	external	1	0.042
XJYWN/		3	outside	1	0.042
XK/		1	palate, mouth	18	1.0
XKH/		1	fish-hook	3	1.0
XKJLH/		1	Hakilah	3	1.0
XKJM/		1	wise	12	0.857
XKJM/		2	the wise	2	0.143
XKLJH/		1	Hacaliah	2	1.0
XKLJLJ/		1	dull	1	1.0
XKLLWT/		1	dullness	1	1.0
XKM/		1	wise, skillful	118	0.922
XKM/		2	men	2	0.016
XKM/		3	shrewd	1	0.008
XKM/		4	O wise	1	0.008
XKM/		5	a prudent	1	0.008
XKM/		6	of learned ones	1	0.008
XKM/		7	man	1	0.008
XKM/		8	person	1	0.008
XKM/		9	of wise people	1	0.008
XKM/		10	your skilled	1	0.008
XKMH/		1	wisdom, skill, experience, shrewdness	146	0.986
XKMH/		2	than wisdom	2	0.014
XKMWNJ/		1	Hacmoni	1	0.5
XKMWNJ/		2	of Hacmoni	1	0.5
XKMWT/		1	wisdom	4	1.0
XKM[	hif	1	make wise	1	1.0
XKM[	hit	1	show oneself wise, deal wisely	1	0.5
XKM[	hit	2	make yourself wise	1	0.5
XKM[	piel	1	make wise, teach wisdom	1	1.0
XKM[	pual	1	made wise	1	0.5
XKM[	pual	2	made wise	1	0.5
XKM[	qal	1	be wise, become wise, act wisely	18	0.947
XKM[	qal	2	act wisely	1	0.053
XL/		1	profane	3	0.429
XL/		2	of profaneness	2	0.286
XL/		3	thing	1	0.143
XL/		4	a profane area	1	0.143
XL>H=/		1	Helah	2	1.0
XL>[	qal	1	become sick	1	1.0
XLB/		1	milk	42	0.955
XLB/		2	than milk	2	0.045
XLB==/		1	Heled	1	1.0
XLBH/		1	Helbah	1	1.0
XLBNH/		1	galbanum (a gum)	1	1.0
XLBWN/		1	Helbon	1	1.0
XLC[	qal	1	weaken; be prostrate	1	0.333
XLC[	qal	2	O defeat	1	0.333
XLC[	qal	3	he was weak	1	0.333
XLD/		1	duration of life; world	3	0.6
XLD/		2	world	2	0.4
XLD=/		1	mole-rat?; weasel?	1	1.0
XLD==/		1	Heled	1	1.0
XLDH/		1	Huldah	2	1.0
XLDJ/		1	Heldai	2	1.0
XLH/		1	(ring-shaped) bread	14	1.0
XLH[	hif	1	make weak, sick	2	0.5
XLH[	hif	2	he made sick	1	0.25
XLH[	hif	3	they became sick	1	0.25
XLH[	hit	1	make oneself sick	3	1.0
XLH[	hof	1	be wounded	3	1.0
XLH[	nif	1	be made sick	4	0.5
XLH[	nif	2	of sickness	1	0.125
XLH[	nif	3	they have wearied themselves	1	0.125
XLH[	nif	4	they were sickened	1	0.125
XLH[	nif	5	I was sick	1	0.125
XLH[	piel	1	make sick; flatter a person	16	0.941
XLH[	piel	2	he has made sick	1	0.059
XLH[	pual	1	be made weak	1	1.0
XLH[	qal	1	become weak, sick	14	0.452
XLH[	qal	2	he became sick	7	0.226
XLH[	qal	3	weak	5	0.161
XLH[	qal	4	severe	2	0.065
XLH[	qal	5	feels pain	1	0.032
XLH[	qal	6	he became ill	1	0.032
XLH[	qal	7	you became weak	1	0.032
XLJ/		1	illness, suffering	23	0.958
XLJ/		2	an affliction	1	0.042
XLJ==/		1	Hali	1	1.0
XLJH/		1	ornament	1	1.0
XLJL/		1	flute, pipe	6	1.0
XLJLH		1	far be it, may it not be	21	1.0
XLJPH/		1	change, relief	10	0.833
XLJPH/		2	relays	1	0.083
XLJPH/		3	relief	1	0.083
XLJYH/		1	stripped off belongings	2	1.0
XLL/		1	slain (n, adj), struck dead	87	0.935
XLL/		2	a profaned	3	0.032
XLL/		3	O profane	1	0.011
XLL/		4	wounded	1	0.011
XLL/		5	than slain	1	0.011
XLL[	hif	1	begin	51	0.911
XLL[	hif	2	she will profane herself	2	0.036
XLL[	hif	3	he will violate	1	0.018
XLL[	hif	4	when begins	1	0.018
XLL[	hif	5	when began	1	0.018
XLL[	hof	1	be begun	1	1.0
XLL[	nif	1	be defiled	8	1.0
XLL[	piel	1	pollute, profane	53	0.946
XLL[	piel	2	[those	1	0.018
XLL[	piel	3	they will put to use	1	0.018
XLL[	piel	4	about to profane	1	0.018
XLL[	pual	1	be profaned	1	1.0
XLM/		1	Heldai	4	1.0
XLMJC/		1	flint	5	1.0
XLMWT/		1	marsh-mallow	1	1.0
XLM[	hif	1	make strong	1	1.0
XLM[	qal	1	become strong; dream	21	0.875
XLM[	qal	2	the dreamer	3	0.125
XLN/		1	Helon	5	1.0
XLN=/		1	Holon	3	1.0
XLP/		1	exchange; in return for	2	1.0
XLP=[	qal	1	pierce	1	1.0
XLP[	hif	1	replace, change	3	0.375
XLP[	hif	2	they will renew	2	0.25
XLP[	hif	3	we will substitute	1	0.125
XLP[	hif	4	it will sprout afresh	1	0.125
XLP[	hif	5	it will show newness	1	0.125
XLP[	piel	1	change	2	1.0
XLP[	qal	1	pass by, follow each other	6	0.429
XLP[	qal	2	it will pass away	2	0.143
XLP[	qal	3	sweep on	1	0.071
XLP[	qal	4	they have overstepped	1	0.071
XLP[	qal	5	it swept on	1	0.071
XLP[	qal	6	it passed over	1	0.071
XLP[	qal	7	they have passed on	1	0.071
XLP[	qal	8	it has passed away	1	0.071
XLQ/		1	portion, share	59	0.894
XLQ/		2	the territory	3	0.045
XLQ/		3	of land	1	0.015
XLQ/		4	my possession	1	0.015
XLQ/		5	part	1	0.015
XLQ/		6	reward	1	0.015
XLQ=/		1	smooth	9	1.0
XLQ==/		1	smooth	1	1.0
XLQ===/		1	smoothness	1	1.0
XLQH/		1	piece of land, plot of ground, field	21	0.913
XLQH/		2	a portion of ground	2	0.087
XLQH=/		1	smoothness	1	0.5
XLQH=/		2	smoothness	1	0.5
XLQH==/		1	portion	1	1.0
XLQJ/		1	Helekite	1	1.0
XLQJ=/		1	Helkai	1	1.0
XLQJH/		1	Hilkiah	15	1.0
XLQT/		1	Helkath	2	1.0
XLQ[	hif	1	take part in dividing	1	1.0
XLQ[	hit	1	divide among oneself	1	1.0
XLQ[	nif	1	be divided, divide oneself	6	1.0
XLQ[	piel	1	scatter	17	0.773
XLQ[	piel	2	he distributed	3	0.136
XLQ[	piel	3	I will allot a portion	1	0.045
XLQ[	piel	4	than to divide	1	0.045
XLQ[	pual	1	be divided	3	1.0
XLQ[	qal	1	divide, apportion	7	0.5
XLQ[	qal	2	he had assigned	3	0.214
XLQ[	qal	3	they apportioned	1	0.071
XLQ[	qal	4	he gave a share	1	0.071
XLQ[	qal	5	distribute	1	0.071
XLQ[	qal	6	he had plundered	1	0.071
XLV[	qal	1	accept (as convincing)	1	1.0
XLWCH/		1	defeat	1	1.0
XLWM/		1	dream	64	1.0
XLWN/		1	window (-opening)	31	1.0
XLWP/		1	(uncertain)	1	1.0
XLX/		1	Halah	3	1.0
XLXLH/		1	anguish	4	1.0
XLXWL/		1	Halhul	1	1.0
XLY=/		1	Helez	5	1.0
XLY[	hif	1	make strong	1	1.0
XLY[	nif	1	be delivered; equip oneself	2	0.4
XLY[	nif	2	delivered	2	0.4
XLY[	nif	3	be equipped	1	0.2
XLY[	piel	1	deliver; tear out, despoil	5	0.714
XLY[	piel	2	people will tear out	1	0.143
XLY[	piel	3	tears out	1	0.143
XLY[	qal	1	take off, ready for battle	14	0.737
XLY[	qal	2	they draw out	2	0.105
XLY[	qal	3	of the drawn off	1	0.053
XLY[	qal	4	you will take off	1	0.053
XLY[	qal	5	he has withdrawn	1	0.053
XM/		1	heat	4	1.0
XM===/		1	Ham	16	1.0
XM>H/		1	curdled milk	10	1.0
XMC/		1	five	343	1.0
XMC==/		1	fifth part?	1	1.0
XMD/		1	desire, delight, beauty	6	1.0
XMDH/		1	something desirable, excellent	14	0.875
XMDH/		2	(the) desirable thing	1	0.062
XMDH/		3	the precious thing	1	0.062
XMDN/		1	Hemdan	1	1.0
XMD[	nif	1	be desirable, delightful	4	1.0
XMD[	piel	1	desire greatly	1	1.0
XMD[	qal	1	desire, take pleasure in	13	0.929
XMD[	qal	2	do they delight in?	1	0.071
XMH/		1	heat; rage, wrath; poison	120	0.968
XMH/		2	wrath	2	0.016
XMH/		3	fever	1	0.008
XMH/		4	poison	1	0.008
XMH=/		1	heat; sun	5	0.833
XMH=/		2	heat	1	0.167
XMJCJ/		1	fifth (ord); one-fifth (fract)	32	1.0
XMJCJT/		1	fifth part	2	0.5
XMJCJT/		2	the fifth part	2	0.5
XMJY/		1	sorrelfodder	1	1.0
XMLH/		1	compassion	2	1.0
XMLH=/		1	compassion	1	1.0
XML[	qal	1	feel compassion for	40	1.0
XMN/		1	incense-altar	7	0.875
XMN/		2	incense altars	1	0.125
XMQ[	qal	1	turn away	1	1.0
XMR/		1	mortar, cement; clay	14	0.778
XMR/		2	mortar	3	0.167
XMR/		3	a heap	1	0.056
XMR=/		1	homer (dry measure)	11	0.846
XMR=/		2	heaps	2	0.154
XMR==/		1	bitumen, asphalt	3	1.0
XMR===/		1	fermenting wine	1	1.0
XMRN/		1	Hemdan	1	1.0
XMS/		1	violence, wrong	60	1.0
XMT/		1	waterskin	3	1.0
XMT=/		1	Hamath	34	1.0
XMT==/		1	Hammath	1	1.0
XMT===/		1	Hammath	1	1.0
XMTJ/		1	Hamathite	2	1.0
XMT_D>R/		1	Hammoth Dor	1	1.0
XMV/		1	(reptile)	1	1.0
XMVH/		1	Humtah	1	1.0
XMW>L/		1	Hammuel	1	1.0
XMWL/		1	Hamul	3	1.0
XMWLJ/		1	Hamulite	1	1.0
XMWN/		1	Hammon	2	1.0
XMWQ/		1	curve	1	1.0
XMWR/		1	(male) ass	96	1.0
XMWR=/		1	Hamor	13	1.0
XMWT/		1	mother-in-law	11	1.0
XMWVL/		1	Hamutal	3	1.0
XMWY=/		1	oppressor	1	1.0
XMY/		1	something leavened	11	1.0
XMY=/		1	vinegar	6	1.0
XN/		1	favor, charm; grace	69	1.0
XNDD/		1	Henadad	4	1.0
XNH/		1	Hannah	12	0.923
XNH/		2	O Hannah	1	0.077
XNH[	qal	1	decline; encamp	139	0.993
XNH[	qal	2	to decline	1	0.007
XNJ>L/		1	Hanniel	2	1.0
XNJK/		1	follower	1	1.0
XNJNH/		1	grace, kindness	1	1.0
XNJT/		1	spear, javelin	45	0.957
XNJT/		2	his own	2	0.043
XNKH/		1	consecration, dedication; dedication-offering	8	1.0
XNKJ/		1	Hanochite	1	1.0
XNK[	qal	1	dedicate; train up	2	0.667
XNK[	qal	2	train	1	0.333
XNM		1	in vain; without cause	32	1.0
XNM>L/		1	Hanamel	4	1.0
XNML/		1	flood?; frost?	1	1.0
XNN/		1	Hanan	12	1.0
XNN>L/		1	Hananel	4	1.0
XNNJ/		1	Hanani	11	1.0
XNNJH/		1	Hananiah	25	0.962
XNNJH/		2	O Hananiah	1	0.038
XNN[	hit	1	implore favor or compassion	16	1.0
XNN[	hof	1	be shown favour	2	1.0
XNN[	piel	1	make gracious	2	0.667
XNN[	piel	2	he will make favorable	1	0.333
XNN[	qal	1	be gracious to, favor	27	0.628
XNN[	qal	2	showing favor	14	0.326
XNN[	qal	3	he has shown favor to	1	0.023
XNN[	qal	4	certainly (show favor)	1	0.023
XNP=/		1	impiousness	1	1.0
XNPH/		1	impiousness	1	1.0
XNP[	hif	1	pollute	4	1.0
XNP[	qal	1	be godless; be defiled	7	1.0
XNQ[	nif	1	strangle oneself	1	1.0
XNQ[	piel	1	strangle	1	1.0
XNS/		1	Hanes	1	1.0
XNTN/		1	Hannathon	1	1.0
XNVJM/		1	embalming	1	1.0
XNV[	qal	1	embalm; make red	2	0.5
XNV[	qal	2	people embalmed	1	0.25
XNV[	qal	3	it has ripened	1	0.25
XNWK/		1	Enoch; Hanoch	9	0.6
XNWK/		2	Hanoch	6	0.4
XNWK=/		1	Enoch	1	1.0
XNWN/		1	gracious, friendly, kind	13	1.0
XNWN=/		1	Hanun	11	1.0
XNWT/		1	vault	1	1.0
XP/		1	pure, clean	1	1.0
XP>[	piel	1	hide?	1	1.0
XPC/		1	woven material (for saddle-cloths)	1	1.0
XPCH/		1	freedom	1	1.0
XPCJ/		1	freed, released, free	13	0.929
XPCJ/		2	set free	1	0.071
XPCJT/		1	freedom	2	1.0
XPF/		1	plot?	1	1.0
XPF[	hit	1	let oneself be searched for, disguise oneself	8	1.0
XPF[	nif	1	be searched out	1	1.0
XPF[	piel	1	search for, search through	8	1.0
XPF[	pual	1	be searched, be devised	1	0.5
XPF[	pual	2	he is searched for	1	0.5
XPF[	qal	1	search out, check	1	0.333
XPF[	qal	2	searching	1	0.333
XPF[	qal	3	let us examine	1	0.333
XPH=/		1	Huppah	1	1.0
XPJM/		1	Huppim	3	1.0
XPN/		1	hollow of hand	4	0.667
XPN/		2	of your hands	1	0.167
XPN/		3	the hollow	1	0.167
XPNJ/		1	Hophni	5	1.0
XPP[	qal	1	shelter	1	1.0
XPR/		1	Hepher	7	1.0
XPR=/		1	Hepher	2	1.0
XPR=[	qal	1	dig, search	10	0.526
XPR=[	qal	2	spy out	3	0.158
XPR=[	qal	3	you will dig	2	0.105
XPR=[	qal	4	people had dug	1	0.053
XPR=[	qal	5	you will be well protected	1	0.053
XPR=[	qal	6	they paw	1	0.053
XPR=[	qal	7	it spies out	1	0.053
XPRJ/		1	Hepherite	1	1.0
XPRJM/		1	Hapharaim	1	1.0
XPY/		1	delight, joy, desire	38	1.0
XPY[	qal	1	delight, take pleasure in, be pleased	64	0.901
XPY[	qal	2	(take pleasure)?	5	0.07
XPY[	qal	3	someone desires	1	0.014
XPY[	qal	4	he will be willing	1	0.014
XPZWN/		1	hurried flight; in haste	3	1.0
XPZ[	nif	1	hurry away	2	1.0
XPZ[	qal	1	hurry	2	1.0
XQ/		1	prescription, rule, statute, instruction	121	0.945
XQ/		2	portion	2	0.016
XQ/		3	a custom	1	0.008
XQ/		4	order(s)	1	0.008
XQ/		5	conditions	1	0.008
XQ/		6	than	1	0.008
XQ/		7	an allotted portion	1	0.008
XQH/		1	statute, prescription; custom	99	0.961
XQH/		2	fixed order(s)	2	0.019
XQH/		3	a prescribed portion	1	0.01
XQH/		4	of appointments	1	0.01
XQQ[	hof	1	be inscribed	1	1.0
XQQ[	piel	1	decree	2	0.4
XQQ[	piel	2	commanders	2	0.4
XQQ[	piel	3	they enact	1	0.2
XQQ[	pual	1	be decreed	1	1.0
XQQ[	qal	1	hew out, engrave	3	0.5
XQQ[	qal	2	the commanders	1	0.167
XQQ[	qal	3	who] decree	1	0.167
XQQ[	qal	4	cutting	1	0.167
XQR/		1	searching, exploration	11	0.917
XQR/		2	searchings	1	0.083
XQR[	nif	1	be searched out, be ascertained	2	0.5
XQR[	nif	2	they will be explored	1	0.25
XQR[	nif	3	it will be searched	1	0.25
XQR[	piel	1	search out	1	1.0
XQR[	qal	1	spy out, investigate	13	0.867
XQR[	qal	2	I will sound out	1	0.067
XQR[	qal	3	they will make a search	1	0.067
XQWP>/		1	Hakupha	2	1.0
XR=/		1	noble	13	1.0
XRB/		1	sword, dagger	407	0.988
XRB/		2	knives	2	0.005
XRB/		3	O sword	2	0.005
XRB/		4	tool	1	0.002
XRB=/		1	dryness, drought; desolation	9	0.562
XRB=/		2	dryness	3	0.188
XRB=/		3	a drought	2	0.125
XRB=/		4	of devastation	1	0.062
XRB=/		5	of destruction	1	0.062
XRB==/		1	dry waste	8	0.8
XRB==/		2	dry	2	0.2
XRB===/		1	Horeb	16	1.0
XRBH/		1	dry land	7	0.875
XRBH/		2	dry ground	1	0.125
XRBWN/		1	dry heat	1	1.0
XRBWN>/		1	Harbona	1	1.0
XRB[	hif	1	dry up; make desolate	3	0.25
XRB[	hif	2	he dries up	3	0.25
XRB[	hif	3	I dry up	2	0.167
XRB[	hif	4	desolates	1	0.083
XRB[	hif	5	I will lay waste	1	0.083
XRB[	hif	6	[those	1	0.083
XRB[	hif	7	it laid waste	1	0.083
XRB[	hof	1	be destroyed	2	1.0
XRB[	nif	1	be desolated	1	0.5
XRB[	nif	2	laid waste	1	0.5
XRB[	pual	1	be dried up	2	1.0
XRB[	qal	1	be dry	15	0.882
XRB[	qal	2	utterly (desolate)	2	0.118
XRC/		1	craftsman, artisan	35	1.0
XRC=/		1	deaf	8	1.0
XRC==/		1	wooded place	2	0.667
XRC==/		2	heights	1	0.333
XRC===/		1	silence; secretly	1	1.0
XRC====/		1	the Valley of the Craftsmen	1	1.0
XRC>/		1	Harsha	2	1.0
XRCT/		1	working in wood, stones	4	1.0
XRC[	hif	1	be silent, make silent	35	0.946
XRC[	hif	2	will they silence?	1	0.027
XRC[	hif	3	I kept quiet	1	0.027
XRC[	hit	1	keep silence	1	1.0
XRC[	qal	1	be silent; be deaf	5	0.714
XRC[	qal	2	be deaf	2	0.286
XRD/		1	trembling, anxious	6	1.0
XRDH/		1	trembling, anxiety	7	0.778
XRDH/		2	care	1	0.111
XRDH/		3	trembling(s)	1	0.111
XRDJ/		1	Harodite	2	1.0
XRD[	hif	1	disturb, drive in terror	14	0.875
XRD[	hif	2	he routed	1	0.062
XRD[	hif	3	make tremble	1	0.062
XRD[	qal	1	tremble, shudder	22	0.957
XRD[	qal	2	you have taken care	1	0.043
XRF/		1	clay, pottery	16	0.941
XRF/		2	fragments	1	0.059
XRGL/		1	locust	1	1.0
XRG[	qal	1	come out	1	1.0
XRH=[	qal	1	diminish in number	1	1.0
XRHJH/		1	Harhaiah	1	1.0
XRH[	hif	1	burn with zeal	2	1.0
XRH[	hit	1	show oneself angry	4	1.0
XRH[	nif	1	be angry	2	1.0
XRH[	qal	1	be(come) hot, burning, angry	81	0.988
XRH[	qal	2	really (burn)	1	0.012
XRH[	tif	1	compete	2	1.0
XRJ/		1	Horite	7	1.0
XRJ=/		1	anger, heat of anger	6	1.0
XRJC/		1	ploughing	1	0.333
XRJC/		2	time	1	0.333
XRJC/		3	plowing	1	0.333
XRJCJ/		1	sharp, parching	1	1.0
XRJP/		1	Hariph	2	1.0
XRJV/		1	purse, bag	1	0.5
XRJV/		2	purses	1	0.5
XRJY/		1	pickaxe	2	1.0
XRJY=/		1	slice, portion	1	1.0
XRM/		1	ban, (what is) banned	28	0.966
XRM/		2	dedicated person	1	0.034
XRM=/		1	net, dragnet	9	1.0
XRM==/		1	Harim	11	1.0
XRM===/		1	Horem	1	1.0
XRM=[	hif	1	separate	1	1.0
XRM=[	qal	1	slit; mutilated (in the face)	1	1.0
XRMC/		1	sickle	2	1.0
XRMH/		1	Hormah	9	1.0
XRMWN/		1	Hermon	13	1.0
XRMWNJM/		1	peaks of Hermon?	1	1.0
XRM[	hif	1	ban, devote; destroy	33	0.846
XRM[	hif	2	totally	4	0.103
XRM[	hif	3	he will dedicate to destruction	2	0.051
XRM[	hof	1	be put under the ban	2	0.667
XRM[	hof	2	it will be forfeited	1	0.333
XRN/		1	Haran	8	1.0
XRN=/		1	Haran	2	1.0
XRNJ/		1	Horonite	3	1.0
XRNPR/		1	Harnepher	1	1.0
XRP/		1	winter	6	1.0
XRP=/		1	youth	1	1.0
XRP==/		1	Hareph	1	1.0
XRP=[	nif	1	be designated to	1	1.0
XRP=[	qal	1	spend winter	1	1.0
XRPH/		1	reproach; disgrace	72	0.986
XRPH/		2	become] (into) a reproach	1	0.014
XRP[	piel	1	taunt, reproach	27	0.964
XRP[	piel	2	it despised	1	0.036
XRP[	qal	1	taunt, reproach	2	0.667
XRP[	qal	2	it reproaches	1	0.333
XRQ[	qal	1	grind (the teeth)	5	1.0
XRS/		1	scabies, itch	1	1.0
XRS=/		1	sun	1	1.0
XRT/		1	Hereth	1	1.0
XRT[	qal	1	engrave	1	1.0
XRV/		1	stylus	1	0.5
XRV/		2	a stylus	1	0.5
XRVM/		1	magician, soothsayer-priest	11	1.0
XRWL/		1	chickling?	3	1.0
XRWMP/		1	Harumaph	1	1.0
XRWN/		1	burning, anger	40	0.976
XRWN/		2	fury	1	0.024
XRWPJ/		1	Haruphite	1	1.0
XRWY=====/		1	Haruz	1	1.0
XRXR/		1	fever, burning of fever	1	1.0
XRXS/		1	Harhas	1	1.0
XRXWR/		1	Harhur	2	1.0
XRYN/		1	sour grape	1	1.0
XRY[	nif	1	be determined; decision	5	1.0
XRY[	qal	1	threaten; settle, determine	3	0.6
XRY[	qal	2	he sharpened	2	0.4
XR_HGDGD/		1	Hor Haggidgad	2	1.0
XSD/		1	loyalty, kindness, devotion, steadfast love	235	0.987
XSD/		2	favor	3	0.013
XSD=/		1	shame	2	1.0
XSDJH/		1	Hasadiah	1	1.0
XSH/		1	Hosah	1	1.0
XSH=/		1	Hosah	4	1.0
XSH[	qal	1	seek refuge	36	1.0
XSJD/		1	(one who is) faithful, devout; loyal, pious	28	0.933
XSJD/		2	O	2	0.067
XSJDH/		1	stork	6	1.0
XSJL/		1	locust	6	1.0
XSJN/		1	strength?	1	1.0
XSJR/		1	lacking	1	1.0
XSM[	qal	1	muzzle, stop up	1	0.5
XSM[	qal	2	blocking the way of	1	0.5
XSN/		1	strong	1	1.0
XSN=/		1	store, wealth	5	1.0
XSP/		1	clay	5	1.0
XSPS[	pual	1	crackle	1	1.0
XSR=/		1	lack	2	1.0
XSR==/		1	lack	3	1.0
XSRH/		1	Hasrah	1	1.0
XSRWN/		1	thing lacking	1	1.0
XSR[	hif	1	lack, cause to lack	1	0.5
XSR[	hif	2	he deprives	1	0.5
XSR[	piel	1	cause to lack	1	1.0
XSR[	qal	1	lack, be lacking, decrease	15	0.882
XSR[	qal	2	decreasing	2	0.118
XSWT/		1	refuge	1	1.0
XT/		1	terror	2	1.0
XT=/		1	shattered, terror-filled	1	0.5
XT=/		2	filled with terror	1	0.5
XT==/		1	Heth	14	1.0
XTH/		1	terror	1	1.0
XTJ/		1	Hittite(s)	47	0.979
XTJ/		2	Hethite	1	0.021
XTJT/		1	terror	8	1.0
XTK[	nif	1	be determined	1	1.0
XTLH/		1	swaddling-band	1	1.0
XTLN/		1	Hethlon	2	1.0
XTL[	hof	1	be swaddled	1	1.0
XTL[	pual	1	be swaddled	1	1.0
XTMT/		1	signet-ring	1	1.0
XTM[	hif	1	have sealed, be blocked	1	1.0
XTM[	nif	1	be sealed	2	1.0
XTM[	piel	1	keep sealed, shut	1	1.0
XTM[	qal	1	seal up, confirm	18	0.9
XTM[	qal	2	he puts a seal	2	0.1
XTN/		1	son-in-law; bridegroom; relative	18	0.9
XTN/		2	sons-in-law	2	0.1
XTNH/		1	wedding, marriage	1	1.0
XTN[	hit	1	become son-in-law; form marriage-alliance	9	0.818
XTN[	hit	2	he became son-in-law	2	0.182
XTN[	qal	1	be related by marriage, become related by marriage; father-(mother-)in-law (qal part)	21	0.955
XTN[	qal	2	mother-in-law	1	0.045
XTP/		1	robber	1	1.0
XTR[	qal	1	dig trough; row	7	0.875
XTR[	qal	2	they rowed	1	0.125
XTT=/		1	Hathath	1	1.0
XTT[	hif	1	shatter, dismay	2	1.0
XTT[	nif	1	be shattered; be filled with terror	23	0.793
XTT[	nif	2	they are shattered	3	0.103
XTT[	nif	3	it will be broken	1	0.034
XTT[	nif	4	they will be terrified	1	0.034
XTT[	nif	5	he was in awe	1	0.034
XTT[	piel	1	dismay a person	1	1.0
XTT[	qal	1	be shattered, be dismayed	16	0.941
XTT[	qal	2	it is cracked	1	0.059
XTWL/		1	bandage, splint	1	1.0
XV>/		1	sin, guilt of sin, fault	32	1.0
XV>=/		1	sinful; sinner	18	1.0
