strong	lemma	en	es	fr	pt	zh	zh-Hant
H7710	שָׁדַף	scorch	quemar	dessécher, brûler	queimar	灼伤；烧焦；使枯萎	灼傷；燒焦；使枯萎
H7711	שְׁדֵפָה	blight	tizne *				
H7712	שְׁדַר	strive	esforzarse *				
H7713	שְׂדֵרָה	rank	orden	rang	fileira	等级	等級
H7714	שַׁדְרַךְ	Shadrach	Sadrac	Shadrak	Sadraque	沙得拉，《思》沙得辣客	沙得拉，《思》沙得辣客
H7715	שַׁדְרַךְ	Shadrach	Sadrac *				
H7716	שֶׂה	sheep	oveja	mouton	ovelha/carneiro	羊	羊
H7717	שָׂהֵד	advocate	testigo	témoin	testemunha	见证，证人，见证人	見證，證人，見證人
H7718	שֹׁהַם	onyx	ónice	onyx	ônix	缟玛瑙	縞瑪瑙
H7719	שֹׁהַם	Shoham	Soham *				
H7720	שַׂהֲרֹן	crescent	lunetas	petites lunes	meia-lua	月牙圈	月牙圈
H7721	שׂוֹא	arise	oleada *				
H7722	שׁוֹא	ravage	ruina *				
H7723	שָׁוְא	vanity	falsedad	mensonge	falsidade	谎话；撒谎；诡计；欺诈	謊話；撒謊；詭計；欺詐
H7724	שְׁוָא	Sheva	Seva	Cheva	Seva	示法，《思》史沙	示法，《思》史沙
H7725	שׁוּב	return	dar la vuelta	faire demi-tour	virar-se	再次发生	再次發生
H7726	שׁוֹבָב	turning back	apóstata	apostat	apóstata	变节者	變節者
H7727	שׁוֹבָב	Shobab	Sobab *				
H7728	שׁוֹבֵב	backsliding	apóstata	apostat	apóstata	变节者；叛逆者	變節者；叛逆者
H7729	שׁוּבָה	returning	conversión	retournement	retornar	返回；后悔；悔改	返回；後悔；悔改
H7730	שׂוֹבֶךְ	thicket	ramas gruesas	branches épaisses	galhos espessos	茂密枝条	茂密枝條
H7731	שׁוֹבָךְ	Shobach	Sobac	Shobak	Sobaque	朔法，《思》芍巴客	朔法，《思》芍巴客
H7732	שׁוֹבָל	Shobal	Sobal	Shobal	Sobal	朔巴，《思》芍巴耳	朔巴，《思》芍巴耳
H7733	שׁוֹבֵק	Shobek	Sobec	Shobeq	Sobeque	朔百，《思》芍贝克	朔百，《思》芍貝克
H7734	שׂוּג	turn back	retroceder *				
H7735	שׂוּג	grow	hacer crecer	faire pousser	fazer crescer	使生长	使生長
H7736	שׁוּד	waste	destruir *				
H7737	שָׁוָה	be like	[Glosses - es]	rendre semblable			
H7738		storm	tormenta *				
H7739	שְׁוָה	be like	ser igual *				
H7740	שָׁוֵה	Shaveh	Valle de Save	Chavé	Valé de Savé	沙微谷，《思》沙委山谷	沙微谷，《思》沙委山谷
H7741		Shaveh-kiriathaim	Savé-quiriataim *				
H7742	שׂוּחַ	meditate	salir	se déplacer	andar por	去走走；四处走动	去走走；四處走動
H7743	שׁוּחַ	sink	hundirse *				
H7744	שׁוּחַ	Shuah	Súa	Chouah	Suá	书亚，《思》叔哈	書亞，《思》叔哈
H7745	שׁוּחָה	pit	fosa	fosse	cova	坑	坑
H7746	שׁוּחָה	Shuhah	Suhá *				
H7747	שׁוּחִי	Shuhite	Suhita	Shouhite	suíta	书亚人，《思》叔亚人	書亞人，《思》叔亞人
H7748	שׁוּחָם	Shuham	Súham	Shouham	Suão	书含，《思》叔罕	書含，《思》叔罕
H7749	שׁוּחָמִי	Shuhamite	Suhamita	Chouhamite	suamita	书含宗族，《思》叔罕家族	書含宗族，《思》叔罕家族
H7750	שׂוּט	swerve	enredarse	s'égarer	desviar-se	误入歧途；迷失方向	誤入歧途；迷失方向
H7751	שׁוּט	rove	errar *				
H7752	שׁוֹט	whip	látigo	fouet	chicote	鞭子	鞭子
H7753	שׂוּךְ	hedge	[Glosses - es]	clôturer			
H7754	שׂוֹךְ	branch	rama *				
H7755	שׂוֹכֹה	Socoh	Soco	Soko	Socó	梭哥，《思》索苛	梭哥，《思》索苛
H7756	שׂוּכָתִי	Sucathites	Sucatéo	Soukkatien	sucatitas	苏甲人，《思》稣加人	蘇甲人，《思》穌加人
H7757	שׁוּל	hem	cola del vesitdo	traîne, ourlet	borda	裙裾	裙裾
H7758	שׁוֹלָל	barefoot	despojado	dépouillé (de raison, de vêtements)	nus	剥光衣服；赤裸	剝光衣服；赤裸
H7759	שׁוּלַמִּית	Shulammites	Sulamita	Sulamite	sulamita	书拉密，《思》叔拉米特	書拉密，《思》叔拉米特
H7760	שׂוּם	set	tomar su puesto	prendre position	tomar posição	摆队，摆阵	擺隊，擺陣
H7761	שׂוּם	set	poner *				
H7762	שׁוּם	garlic	ajo	ail	alho	蒜头	蒜頭
H7763	שׁוֹמֵר	Shomer	Somer	Shomer	Somer	朔默，《思》芍默尔	朔默，《思》芍默爾
H7764	שׁוּנִי	Shuni	Suni	Shouni	Suni	书尼，《思》叔尼	書尼，《思》叔尼
H7765	שׁוּנִי	Shunite	sunita *				
H7766	שׁוּנֵם	Shunem	Sunem	Shounem	Suném	书念，《思》叔能	書念，《思》叔能
H7767	שׁוּנַמִּית	Shunammites	Sunamita	Sunamite	sunamita	书念女子，书念妇人，《思》叔能女子，叔能妇人	書念女子，書念婦人，《思》叔能女子，叔能婦人
H7768	שָׁוַע	cry	clamar	crier, appeler à l'aide	clamar	呼喊；呼救	呼喊；呼救
H7769	שׁוּעַ	cry	gritar ayuda	appeler à l'aide	gritar por socorro	哀求；求救；呼救；呼喊	哀求；求救；呼救；呼喊
H7770	שׁוּעַ	Shua	Súa *				
H7771	שׁוֹעַ	rich	gritar por ayuda	crier à l'aide	gritar por socorro	哀求；求救；呼救	哀求；求救；呼救
H7772	שׁוֹעַ	Shoa	Shoa *				
H7773	שֶׁוַע	cry	gritar por ayuda	appeler à l'aide	gritar or socorro	求救	求救
H7774	שׁוּעָא	Shua	Súa	Shoua	Suá	书雅，《思》叔亚	書雅，《思》叔亞
H7775	שַׁוְעָה	cry	gritar por ayuda	crier à l'aide	gritar por socorro	求救	求救
H7776	שׁוּעָל	fox	chacal	chacal	chacal	野狗，胡狼；狐狸	野狗，胡狼；狐狸
H7777	שׁוּעָל	Shual	Shual *				
H7778	שׁוֹעֵר	gatekeeper	portero	guetteur	porteiro	守城门的人；守卫	守城門的人；守衛
H7779	שׁוּף	bruise	golpear	écraser	bater	击打；压碎；使受伤	擊打；壓碎；使受傷
H7780	שׁוֹפָךְ	Shophach	Sofac	Shophak	Sofaque	朔法，《思》芍法客	朔法，《思》芍法客
H7781	שׁוּפָמִי	Shuphamite	Sufamita	Chouphamite	sufamita	书反族，《思》舍孚番家族	書反族，《思》舍孚番家族
H7782	שׁוֹפָר	trumpet	trompeta	trompe	trombeta	角；号角	角；號角
H7783	שׁוּק	overflow	[Glosses - es]	déborder			
H7784	שׁוּק	street	[Glosses - es]	rue			
H7785	שׁוֹק	leg	muslo	cuisse, jambe, épaule (du bétail)	coxa	大腿；腿	大腿；腿
H7786	שׂוּר	reign	apartarse de	se détourner de	deixar (o caminho)	转离	轉離
H7787	שׂוּר	saw	sierra *				
H7788	שׁוּר	travel	partir	partir	partir	离开；旅行	離開；旅行
H7789	שׁוּר	see	mirar *				
H7790	שׁוּר	enemy	adversario *				
H7791	שׁוּר	wall	muro *				
H7792	שׁוּר	wall	muro *				
H7793	שׁוּר	Shur	Shur *				
H7794	שׁוֹר	cattle	cabeza de ganado	tête de bétail			
H7795	שׂוֹרָה	row	hilera	rangée	fileira	一行	一行
H7796	שׂוֹרֵק	Sorek	vid	cépage de choix			
H7797	שׂוּשׂ	rejoice	regocijarse	se réjouir	alegrar-se	高兴；愉快；喜悦	高興；愉快；喜悅
H7798	שַׁוְשָׁא	Shavsha	Savsa	Chavcha	Sausa	沙威沙，《思》沙委沙	沙威沙，《思》沙委沙
H7799	שׁוּשַׁן	lily	lirio	lis	lírio	百合	百合
H7800	שׁוּשַׁן	Susa	Susa *				
H7801	שׁוּשַׁנְכִי	Susa	Susanquí *				
H7802	שׁוּשַׁן עֵדוּת	Shushan-eduth	Susán-edut *				
H7803	שׁוּתֶלַח	Shuthelah	Sutela	Shoutèlah	Sutela	书提拉，《思》叔特拉	書提拉，《思》叔特拉
H7804	שְׁזַב	rescue	rescatar *				
H7805	שָׁזַף	see	ver	voir	ver	看	看
H7806	שָׁזַר	twist	torcido	filé	trançado	纺；搓	紡；搓
H7807	שַׁח	lowly	humilde	humble	humilde	谦逊；谦虚	謙遜；謙虛
H7808	שֵׂחַ	thought	meditación	pensées	pensamentos	心思；主意	心思；主意
H7809	שָׁחַד	bribe	sobornar	corrompre	subornar	贿赂	賄賂
H7810	שַׁחַד	bribe	soborno	cadeau	presente	礼物；贿赂	禮物；賄賂
H7811	שָׂחָה	swim	nadar	action de nager	nadar	游泳	游泳
H7812	שָׁחָה	bow	inclinarse, postrarse	s'incliner	prostrar-se	屈身；趴下	屈身；趴下
H7813	שָׂחוּ	swimming	nado	action de nager	nadar	游泳	游泳
H7814	שְׂחוֹק	laughter	risa	rire	riso	欢笑；笑声	歡笑；笑聲
H7815	שְׁחוֹר	blackness	negrura, hollín	noirceur, suie	fuligem	灰；烟尘	灰；煙塵
H7816	שְׁחוּת	pit	pozo	puits	cova	坑	坑
H7817	שָׁחַח	bow	bajar de nivel	s'affaiblir	ficar baixo	变得低	變得低
H7818	שָׂחַט	squeeze	exprimir	presser	espremer	挤压	擠壓
H7819	שָׁחַט	slaughter	degollar *				
H7820	שָׁחַט	beaten	batido *				
H7821	שְׁחִיטָה	slaughtering	[Glosses - es]	battu			
H7822	שְׁחִין	boil	furúnculo	furoncle	bolha	疮；炎症	瘡；炎症
H7823	שָׁחִיס	offspring	brote *				
H7824	שָׁחִיף	paneled	tablón	planche, emboiserie	revestimento de madeira	木镶板，墙板，护墙板	木鑲板，牆板，護牆板
H7825	שְׁחִית	pit	pozo	puits	cova	坑	坑
H7826	שַׁחַל	lion	león que divaga	lion errant	leão andarilho	流浪的雄狮	流浪的雄獅
H7827	שְׁחֵלֶת	onycha	conchas aromáticas	coquille odoriférante	ônica	施喜列；香螺	施喜列；香螺
H7828	שַׁחַף	gull	gaviota	mouette	gaivota	海鸥	海鷗
H7829	שַׁחֶפֶת	illness	consumo	consomption	doença consumidora	痨病，肺病	癆病，肺病
H7830	שַׁחַץ	pride	león	lion			
H7831	שַׁחֲצוֹם	Shahazumah	Sahazima	Shahatsima	Saazima	沙哈洗玛，《思》沙哈漆玛	沙哈洗瑪，《思》沙哈漆瑪
H7832	שָׂחַק	laugh	reír	rire	rir	笑；微笑	笑；微笑
H7833	שָׁחַק	beat	[Glosses - es]	s'user			
H7834	שַׁחַק	cloud	[Glosses - es]	[Glosses - fr]			
H7835	שָׁחַר	be black	ennegrecer	devenir noir	ficar preto/a	变黑	變黑
H7836	שָׁחַר	seek	buscar *				
H7837	שַׁחַר	dawn	crepúsculo	aube	amanhecer	黎明，破晓	黎明，破曉
H7838	שָׁחֹר	black	negro	noir	escuro	黑色的；乌黑的	黑色的；烏黑的
H7839	שַׁחֲרוּת	dark hair	cabello negro	cheveux noirs	cabelo preto	黑发；青年	黑髮；青年
H7840	שְׁחַרְחֹרֶת	blackish	oscuro (de piel)	foncé (de peau)	escura (pele)	（皮肤）黝黑	（皮膚）黝黑
H7841	שְׁחַרְיָה	Shehariah	Seharías	Sheharya	Searias	示哈利，《思》舍哈黎雅	示哈利，《思》舍哈黎雅
H7842	שַׁחֲרַיִם	Shaharaim	Saharaim	Shaharaïm	Saaraim	沙哈连，《思》沙哈辣殷	沙哈連，《思》沙哈辣殷
H7843	שָׁחַת	ruin	arruinarse	être ruiné	ficar arruinado	毁了；坏了；有残疾	毀了；壞了；有殘疾
H7844	שְׁחַת	corrupt	corromper *				
H7845	שַׁחַת	Pit	[Glosses - es]	puits			
H7846	שֵׂט	rebellion	rebelde	rebelle	rebelar-se	误入歧途；迷失方向	誤入歧途；迷失方向
H7847	שָׂטָה	turn aside	dar la vuelta	se retourner, se détourner	desviar-se de	转身离开	轉身離開
H7848	שִׁטָּה	acacia	acacia	acacia	acácia	金合欢树；刺槐	金合歡樹；刺槐
H7849	שָׁטַח	spread	dispersar	se répandre	espalhar	扩散；散开	擴散；散開
H7850	שֹׁטֵט	scourge	azote	fléau	vergões	祸害	禍害
H7851	שִׁטִּים	Shittim	Sitim	Shittim	Sitim	什亭，《思》史廷	什亭，《思》史廷
H7852	שָׂטַם	hate	odiar	avoir de la rancune (envers quelqu'un)	guardar rancor (contra alguém)	（对某人）怀恨在心	（對某人）懷恨在心
H7853	שָׂטַן	oppose	[Glosses - es]	être hostile, s'opposer			
H7854	שָׂטָן	Satan	adversario	adversaire	adversário	敌人；仇敌	敵人；仇敵
H7855	שִׂטְנָה	accusation	acusación	accusation	acusação	控告	控告
H7856	שִׂטְנָה	Sitnah	contienda *				
H7857	שָׁטַף	overflow	[Glosses - sp]	s'écouler			
H7858	שֶׁטֶף	flood	torrente	débit	inundação	激流；洪水	激流；洪水
H7859	שְׁטַר	side	costado *				
H7860	שֹׁטֵר	official	funcionario	fonctionnaire	autoridade	官员；工头；监工	官員；工頭；監工
H7861	שִׁטְרַי	Shitrai	Sitrai	Shirtaï	Sitrai	施提莱，《思》史特赖	施提萊，《思》史特賴
H7862	שַׁי	gift	[Glosses - es]	don			
H7863	שִׂיא	loftiness	[Glosses - es]	hauteur			
H7864	שְׁוָא	Sheya	escriba *				
H7865	שִׂיאֹן	Sirion	Sión	Syôn	Siom	西云，《现》西连，《思》息尔翁	西雲，《現》西連，《思》息爾翁
H7866	שִׁיאוֹן	Shion	Sihón	Chiôn	Siom	示按，《思》史雍	示按，《思》史雍
H7867	שִׂיב	be gray	[Glosses - es]	être gris, vieux			
H7868	שִׂיב	be gray	anciano *				
H7869	שֵׂיב	age	[Glosses - es]	être gris, vieux			
H7870	שִׁיבָה	captivity	restaurar la fortuna (de una nación)	rétablir la situation (d'une nation)	mudar a sorte (de uma nação)	恢复（一个国家的）财富	恢復（一個國家的）財富
H7871	שִׁיבָה	sojourn	permanencia *				
H7872	שֵׂיבָה	greyheaded	[Glosses - es]	être gris, vieux			
H7873	שִׂיג	pursuing	ocupado	occupé	ocupado	忙碌；没空	忙碌；沒空
H7874	שִׂיד	whitewash	blanquear	blanchir à la chaux	pintar com cal	粉刷	粉刷
H7875	שִׂיד	lime	lima	chaux	cal	石灰	石灰
H7876	שָׁיָה	forget	[Glosses - es]	négliger			
H7877	שִׁיזָא	Shiza	Siza	Shiza	Siza	示撒，《思》史匝	示撒，《思》史匝
H7878	שִׂיחַ	muse	quejarse	gémir	gemer	呻吟	呻吟
H7879	שִׂיחַ	complaint	arbusto	arbuste	arbusto	灌木	灌木
H7880	שִׂיחַ	bush	arbusto *				
H7881	שִׂיחָה	meditation	meditación	méditation	meditação	沉思；默想	沉思；默想
H7882	שִׁיחָה	pit	[Glosses - es]	fosse			
H7883	שִׁיחוֹר	Shihor	Sihor	Shihor	Sior	西曷河，《思》史曷尔河	西曷河，《思》史曷爾河
H7884	שִׁיחוֹר לִבְנָת	Shihor-libnath	Sihorlibnat	Chihor-Libnath	Sior-Libnate	希曷‧立纳河，《思》里贝纳特河	希曷‧立納河，《思》里貝納特河
H7885	שַׁיִט	oar	remo *	rame	remo		
H7886	שִׁילֹה	`tribute`	Siloh	Shilo	Siló	细罗，《思》史罗	細羅，《思》史羅
H7887	שִׁילֹה	Shiloh	Silo *				
H7888	שִׁילוֹנִי	Shilonite	silonita	Silonite	silonita	示罗人，《思》史罗人	示羅人，《思》史羅人
H7889	שִׁימוֹן	Shimon	Simón	Shimôn	Simão	示门，《思》史孟	示門，《思》史孟
H7890	שַׁיִן	urine	orina	urine	urina	尿	尿
H7891	שִׁיר	sing	cantar	chanter	cantar	唱	唱
H7892	שִׁיר	song	canción *				
H7893	שַׁיִשׁ	alabaster	[Glosses - es]	marbre blanc			
H7894	שִׁישָׁא	Shisha	Sisa	Shisha	Sisá	示沙，《思》史沙	示沙，《思》史沙
H7895	שִׁישַׁק	Shishak	Sisac	Shishaq	Sisaque	示撒，《思》史沙克	示撒，《思》史沙克
H7896	שִׁית	set	tomar postura	prendre position	tomar posição	排列，列阵	排列，列陣
H7897	שִׁית	garment	[Glosses - es]	vêtement			
H7898	שַׁיִת	thornbush	espina, cardo, zarza	épine	espinheiro	荆棘；蒺藜， 蓟；野蔷薇	荊棘；蒺藜， 薊；野薔薇
H7899	שֵׂךְ	thorn	espina	épine	espinho	荆棘；刺；倒钩	荊棘；刺；倒鈎
H7900	שֹׂךְ	booth	albergue	abri, cabane, hutte	abrigo	庇护所，棚子，小屋	庇護所，棚子，小屋
H7901	שָׁכַב	lie down	acostarse	s'allonger	deitar-se	躺着；躺下	躺著；躺下
H7902	שְׁכָבָה	semen	capa de rocío	couche de rosée	camada de orvalho	一层露水	一層露水
H7903	שְׁכֹבֶת	copulation	tener sexo	avoir des relations sexuelles	ter relações sexuais	交合	交合
H7904	שָׁכָה	lust	lujurioso	vigoureux	ardendo em desejo	精力旺盛	精力旺盛
H7905	שֻׂכָּה	spear	arpón	harpon	arpão	鱼叉；捕鱼矛	魚叉；捕魚矛
H7906	שֵׂכוּ	Secu	Secú	Sékou	Seco	西沽，《思》色雇	西沽，《思》色雇
H7907	שֶׂכְוִי	heart	gallo	coq	galo	公鸡	公雞
H7908	שְׁכוֹל	bereavement	estar en duelo por los niños	le fait d'être endeuillé d'un enfant		失去孩子	失去孩子
H7909	שַׁכּוּל	childless	haber perdido a sus hijos	privé de (ses) enfants	perda de filhos	失去孩子；失去幼崽	失去孩子；失去幼崽
H7910	שִׁכּוֹר	drunken	borracho	ivre	embriagado	喝醉	喝醉
H7911	שָׁכַח	forget	olvidar	oublier	esquecer	忘记	忘記
H7912	שְׁכַח	find	encontrar *				
H7913	שָׁכֵחַ	forgetful	olvidar	oublier	esquecer	忘记	忘記
H7914	שְׂכִיָּה	image	barco	navire	navio	船	船
H7915	שַׂכִּין	knife	cuchillo	couteau	faca	刀	刀
H7916	שָׂכִיר	hired	contratado	loué	alugado	租用的，雇来的	租用的，雇來的
H7917	שְׂכִירָה	hired	alquilada *				
H7918	שָׁכַךְ	subside	abatir	diminuer	baixar	缓和；消退	緩和；消退
H7919	שָׂכַל	be prudent	tener éxito	réussir	ser bem sucedido	顺利；成功	順利；成功
H7920	שְׂכַל	contemplate	contemplar *				
H7921	שָׁכֹל	be bereaved	estar privado de hijos	être privé d'enfants	ficar privado/a de filhos	失去孩子；流产；失去幼崽	失去孩子；流產；失去幼崽
H7922	שֶׂכֶל	understanding	buen sentido	perspicacité, prudence	compreensão	良好的判断力；理解；洞察力	良好的判斷力；理解；洞察力
H7923	שִׁכֻּלִים	bereavement	orfandad	faire une fausse couche	luto	丧亲	喪親
H7924	שׇׂכְלְתָנוּ	insight	entendimiento *				
H7925	שָׁכַם	rise	levantarse temprano	se lever tôt	levantar-se cedo	早起	早起
H7926	שְׁכֶם	shoulder	hombro	épaule	ombro	肩膀	肩膀
H7927	שְׁכֶם	Shechem	Siquem *				
H7928	שֶׁכֶם	Shechem	Siquem	Shèkem	Siquém	示剑，《思》舍根	示劍，《思》舍根
H7929	שִׁכְמָה	shoulder	hombro *				
H7930	שִׁכְמִי	Shechemite	de Siquén	Shikemite	siquemita	示剑族，《思》舍根家族	示劍族，《思》舍根家族
H7931	שָׁכַן	dwell	establecerse	s'installer	habitar	安顿下来；停留；居住	安頓下來；停留；居住
H7932	שְׁכַן	dwell	habitar *				
H7933	שֶׁכֶן	habitation	morada *				
H7934	שָׁכֵן	neighboring	vecino *				
H7935	שְׁכַנְיָה	Shecaniah	Secanías *				
H7936	שָׂכַר	hire	alquilarse	se louer	receber salário	让自己被别人雇用	讓自己被別人雇用
H7937	שָׁכַר	be drunk	emborrachar *				
H7938	שֶׂכֶר	hire	recompensa	salaire	recompensa	工资，报酬	工資，報酬
H7939	שָׂכָר	wages	recompensa	récompense	salário	租金；工钱；酬劳	租金；工錢；酬勞
H7940	שָׂכָר	Sachar	Sacar *				
H7941	שֵׁכָר	strong drink	vino	alcool de dattes	vinho	枣酒；烈酒	棗酒；烈酒
H7942	שִׁכְּרוֹן	Shikkeron	borrachera	ivresse	embriaguez	醉酒	醉酒
H7943	שִׁכָּרוֹן	drunkenness	embriaguez *				
H7944	שַׁל	irreverence	indiscreción	indiscrétion	imprudência	轻率	輕率
H7945	שֶׁל	which	eso, esa	qui	que	就是；这，那；那里；那时；怎样	就是；這，那；那裡；那時；怎樣
H7946	שַׁלְאֲנָן	at ease	despreocupado	à l'aise	tranquilo/a	自在；安全；自满	自在；安全；自滿
